"x1","y1","x2","y2","x3","y3","x4","y4","x5","y5","x6","y6","x7","y7","x8","y8","x9","y9","x10","y10","x11","y11","x12","y12","x13","y13","x14","y14","x15","y15"
2.14979326466667,7.20814979370696,2.75290268733333,22.0718787910403,5.47662266066667,35.457016945707,10.3987737553333,14.503828293707,13.6088722953333,26.5660167470403,19.6010562366667,34.348073813707,21.0018265086667,20.3209159510403,21.7605770726667,4.15369239504029,30.8072184126667,13.161423449707,31.7994306886667,35.3597412323736,35.3597217966667,23.7061107750403,36.4881200713333,3.29766611770696,44.328542566,21.449314225707,45.08729313,34.990093521707,45.5153062686667,8.33654806837363
2.13035755770696,7.22758550066667,2.73346698037363,22.091314498,5.45718695370696,35.4764526526667,10.3793380483736,14.5232640006667,13.5894365883736,26.585452454,19.581620529707,34.3675095206667,20.982390801707,20.340351658,21.741141365707,4.173128102,30.787782705707,13.1808591566667,31.779994981707,35.3791769393333,35.340286089707,23.725546482,36.4686843643736,3.31710182466667,44.3091068590403,21.4687499326667,45.0678574230403,35.0095292286667,45.495870561707,8.35598377533333
2.14979326466667,7.24702120762637,2.75290268733333,22.1107502049597,5.47662266066667,35.4958883596264,10.3793380483736,14.5427191433333,13.6088722953333,26.6048881609597,19.6010562366667,34.3869452276264,20.982390801707,20.3598068006667,21.741141365707,4.19258324466667,30.8072184126667,13.2002948636264,31.779994981707,35.398632082,35.340286089707,23.7450016246667,36.4686843643736,3.33655696733333,44.3091068590403,21.4882050753333,45.0678574230403,35.0289843713333,45.5153062686667,8.37541948229304
2.16924840733333,7.24702120762637,2.77235783,22.1107502049597,5.47664209637363,35.4959077953333,10.3793380483736,14.562174286,13.6088917310403,26.6049075966667,19.6010756723736,34.3869646633333,20.982390801707,20.3792619433333,21.741141365707,4.21203838733333,30.8072378483736,13.2003142993333,31.779994981707,35.4180872246667,35.340286089707,23.7644567673333,36.4686843643736,3.35601211,44.328542566,21.507640782293,45.08729313,35.048420078293,45.5153257043736,8.375438918
2.16926784304029,7.24704064333333,2.77237726570696,22.1107696406667,5.47664209637363,35.515362938,10.3793380483736,14.5816294286667,13.6088722953333,26.6049270323736,19.6010756723736,34.406419806,20.982390801707,20.398717086,21.741141365707,4.23149353,30.8072378483736,13.219769442,31.779994981707,35.4375423673333,35.340286089707,23.78391191,36.4686843643736,3.37546725266667,44.328562001707,21.507660218,45.087312565707,35.048439514,45.5153062686667,8.37545835370696
2.18870355,7.26647635029304,2.79181297266667,22.1302053476264,5.47664209637363,35.5348180806667,10.3793380483736,14.6010845713333,13.5894365883736,26.6243627393333,19.6010562366667,34.406439241707,21.0018265086667,20.4181527929597,21.741141365707,4.25094867266667,30.8072378483736,13.2392245846667,31.779994981707,35.45699751,35.3597217966667,23.8033476169597,36.4686843643736,3.39492239533333,44.328562001707,21.5271153606667,45.08729313,35.048458949707,45.495870561707,8.39489406066667
2.20813925695971,7.24704064333333,2.79183240837363,22.1302247833333,5.47664209637363,35.5542732233333,10.3793380483736,14.620539714,13.5894365883736,26.643817882,19.581620529707,34.4258749486667,21.0018459443736,20.4181722286667,21.741141365707,4.27040381533333,30.8072378483736,13.2586797273333,31.779994981707,35.4764526526667,35.3597412323736,23.8033670526667,36.4686843643736,3.414377538,44.328562001707,21.5465705033333,45.0678574230403,35.0678946566667,45.495870561707,8.41434920333333
2.20815869266667,7.24702120762637,2.79181297266667,22.1302442190403,5.49607780333333,35.573708930293,10.3793380483736,14.6399948566667,13.5894365883736,26.6632730246667,19.581620529707,34.4453300913333,21.0018459443736,20.4376273713333,21.741141365707,4.289858958,30.8072184126667,13.2586991630403,31.779994981707,35.4959077953333,35.3597217966667,23.8033864883736,36.4686843643736,3.43383268066667,44.328562001707,21.566025646,45.08729313,35.0873303636264,45.495870561707,8.433804346
2.20817812837363,7.24704064333333,2.77235783,22.1302442190403,5.49609723904029,35.573728366,10.3793380483736,14.6594499993333,13.5894365883736,26.6827281673333,19.581620529707,34.464785234,21.0018459443736,20.457082514,21.741141365707,4.30931410066667,30.787782705707,13.27813487,31.779994981707,35.515362938,35.340286089707,23.8228221953333,36.4881200713333,3.45326838762637,44.328562001707,21.5854807886667,45.087312565707,35.0873497993333,45.495870561707,8.45325948866667
2.20817812837363,7.266495786,2.75292212304029,22.149679926,5.49609723904029,35.5931835086667,10.3793380483736,14.678905142,13.5894365883736,26.70218331,19.6010562366667,34.4842209409597,21.0212816513333,20.4765182209597,21.741141365707,4.32876924333333,30.787782705707,13.2975900126667,31.779994981707,35.5348180806667,35.340286089707,23.842277338,36.4881395070403,3.45328782333333,44.3479977086667,21.6049164956264,45.087312565707,35.106804942,45.495870561707,8.47271463133333
