"x1","y1","x2","y2","x3","y3","x4","y4","x5","y5","x6","y6","x7","y7","x8","y8","x9","y9","x10","y10","x11","y11","x12","y12","x13","y13","x14","y14","x15","y15","x16","y16","x17","y17","x18","y18","x19","y19"
3.589473822,34.581535525707,6.06027694066667,6.44939922970696,6.332648938,16.2742462763736,7.24704064333333,25.8072661830403,13.5310517246667,34.406439241707,15.9434894153333,13.6478020163736,17.2664391166667,4.05641668170696,19.3870496673333,23.9784827723736,22.5193276366667,35.5542926590403,25.7877916046667,16.3909771323736,27.460933874,4.81516724570696,32.24689897,25.593259613707,35.7099143646667,14.9318414323736,37.5776080606667,34.0367915310403,42.519214298,5.53500752437363,43.978349998,26.176913893707,47.0911728246667,17.655561405707,50.748739646,6.46885437237363,51.740951922,31.5076229843736
3.57003811504029,34.6009712326667,6.04084123370696,6.46883493666667,6.31321323104029,16.2936819833333,7.22760493637363,25.82670189,13.511616017707,34.4258749486667,15.9240537083736,13.6672377233333,17.247003409707,4.07585238866667,19.3676139603736,23.9979184793333,22.499891929707,35.573728366,25.768355897707,16.4104128393333,27.4414981670403,4.83460295266667,32.2274632630403,25.6126953206667,35.690478657707,14.9512771393333,37.558172353707,34.056227238,42.4997785910403,5.55444323133333,43.9589142910403,26.1963496006667,47.071737117707,17.6749971126667,50.7293039390403,6.48829007933333,51.7215162150403,31.5270586913333
3.589473822,34.6204069396264,6.06027694066667,6.48827064362637,6.332648938,16.313117690293,7.22760493637363,25.8461570326667,13.511616017707,34.4453300913333,15.9434894153333,13.686673430293,17.247003409707,4.09530753133333,19.3676139603736,24.017373622,22.5193276366667,35.5931640729597,25.768355897707,16.429867982,27.460933874,4.85403865962637,32.24689897,25.6321310276264,35.7099143646667,14.970712846293,37.5776080606667,34.0756629449597,42.519214298,5.57387893829304,43.978349998,26.2157853076264,47.0911728246667,17.6944328196264,50.748739646,6.50772578629304,51.7215162150403,31.546513834
3.58949325770696,34.6204263753333,6.06029637637363,6.48829007933333,6.33266837370696,16.313137126,7.24704064333333,25.8655927396264,13.5310517246667,34.464765798293,15.9435088510403,13.686692866,17.247003409707,4.114762674,19.3676139603736,24.0368287646667,22.5193470723736,35.5931835086667,25.768355897707,16.4493231246667,27.460953309707,4.85405809533333,32.246918405707,25.6321504633333,35.7099338003736,14.970732282,37.5776274963736,34.0756823806667,42.519233733707,5.573898374,43.9978051406667,26.2157853076264,47.0911922603736,17.6944522553333,50.7681947886667,6.50772578629304,51.7215162150403,31.5659689766667
3.60892896466667,34.639862082293,6.06027694066667,6.48830951504029,6.33266837370696,16.3325922686667,7.24706007904029,25.8656121753333,13.5310711603736,34.464785234,15.9435088510403,13.7061480086667,17.247003409707,4.13421781666667,19.3870496673333,24.0562644716264,22.5193470723736,35.6126386513333,25.7877916046667,16.4687588316264,27.460933874,4.85407753104029,32.246918405707,25.651605606,35.7293695073333,14.9901679889597,37.5970632033333,34.0951180876264,42.519233733707,5.59335351666667,43.9978245763736,26.2158047433333,47.0911922603736,17.713907398,50.7876499313333,6.50772578629304,51.7215162150403,31.5854241193333
3.62838410733333,34.639862082293,6.04084123370696,6.507745222,6.35210408066667,16.3520279756264,7.24704064333333,25.8656316110403,13.5310517246667,34.464804669707,15.9435088510403,13.7256031513333,17.247003409707,4.15367295933333,19.3870691030403,24.0562839073333,22.5193470723736,35.632093794,25.7878110403736,16.4687782673333,27.4414981670403,4.873513238,32.246918405707,25.6710607486667,35.7293889430403,14.9901874246667,37.5970826390403,34.0951375233333,42.5386694406667,5.61278922362637,43.9978051406667,26.2158241790403,47.0911922603736,17.7333625406667,50.7876693670403,6.507745222,51.7215162150403,31.604879262
3.62840354304029,34.639881518,6.04084123370696,6.52720036466667,6.35212351637363,16.3520474113333,7.22760493637363,25.885067318,13.511616017707,34.4842403766667,15.9435088510403,13.745058294,17.247003409707,4.173128102,19.3870496673333,24.0563033430403,22.5193470723736,35.6515489366667,25.7878110403736,16.48823341,27.4414981670403,4.89296838066667,32.24689897,25.6710801843736,35.7293695073333,14.9902068603736,37.5970632033333,34.0951569590403,42.5581245833333,5.61278922362637,43.978369433707,26.235259886,47.0911922603736,17.7528176833333,50.7876499313333,6.50776465770696,51.740951922,31.6243149689597
3.64783925,34.6593172249597,6.04084123370696,6.54665550733333,6.35210408066667,16.3520668470403,7.22760493637363,25.9045224606667,13.511616017707,34.5036955193333,15.9435088510403,13.7645134366667,17.247003409707,4.19258324466667,19.3676139603736,24.07573905,22.5193470723736,35.6710040793333,25.7877916046667,16.488252845707,27.4414981670403,4.91242352333333,32.2274632630403,25.6905158913333,35.7099338003736,15.0096425673333,37.5776274963736,34.114592666,42.5581440190403,5.61280865933333,43.9978051406667,26.2546955929597,47.1106279673333,17.772253390293,50.7681947886667,6.50776465770696,51.740971357707,31.6243344046667
3.66729439266667,34.6593172249597,6.06027694066667,6.56609121429304,6.33266837370696,16.371502554,7.22760493637363,25.9239776033333,13.511616017707,34.523150662,15.9434894153333,13.7645328723736,17.247003409707,4.21203838733333,19.3870496673333,24.0951747569597,22.5387827793333,35.690439786293,25.768355897707,16.5076885526667,27.4414981670403,4.931878666,32.24689897,25.709951598293,35.7099338003736,15.02909771,37.5776274963736,34.1340478086667,42.5581245833333,5.61282809504029,44.0172602833333,26.2546955929597,47.1106474030403,17.772272826,50.748739646,6.50776465770696,51.740951922,31.6243538403736
3.68673009962637,34.639881518,6.06029637637363,6.56611065,6.332648938,16.371521989707,7.24704064333333,25.943413310293,13.511616017707,34.5426058046667,15.9240537083736,13.7839685793333,17.247003409707,4.23149353,19.3870691030403,24.0951941926667,22.5388022150403,35.690459222,25.768355897707,16.5271436953333,27.4414981670403,4.95133380866667,32.246918405707,25.709971034,35.7099338003736,15.0485528526667,37.5970632033333,34.1534835156264,42.5386888763736,5.632263802,44.0172797190403,26.2547150286667,47.1106474030403,17.7917279686667,50.7293039390403,6.52720036466667,51.7215162150403,31.6437895473333
