"area(mm2)","perimetro(mm)","Umbral.Otsu","1.pix(mm)","area.umbral(mm2)","per.umbral(mm)","int.max","area.min(mm2)","per.min(mm)","pixsd"
34.7559896057928,23.8451038952591,208.651714151187,0.0194551426666667,0.64,2.4,255,26.8559382856232,20.6406341537372,0.000334626633118735
31.2105453872373,24.8733629269519,NA,NA,NA,NA,NA,NA,NA,NA
37.0314752502152,28.7020170907887,NA,NA,NA,NA,NA,NA,NA,NA
26.8559382856232,20.6406341537372,NA,NA,NA,NA,NA,NA,NA,NA
33.3943254536118,24.1210510899207,NA,NA,NA,NA,NA,NA,NA,NA
39.1148003168968,25.644892684087,NA,NA,NA,NA,NA,NA,NA,NA
29.3201645610064,21.5686149806964,NA,NA,NA,NA,NA,NA,NA,NA
37.2065905446818,24.6374714294797,NA,NA,NA,NA,NA,NA,NA,NA
31.4891043771025,26.007291739294,NA,NA,NA,NA,NA,NA,NA,NA
38.5843361407375,25.2027177178662,NA,NA,NA,NA,NA,NA,NA,NA
45.7385439751791,28.6131354447712,NA,NA,NA,NA,NA,NA,NA,NA
36.1897482893863,24.3120273192591,NA,NA,NA,NA,NA,NA,NA,NA
37.3778504823091,25.5293072399432,NA,NA,NA,NA,NA,NA,NA,NA
32.3680410526119,22.1486940633679,NA,NA,NA,NA,NA,NA,NA,NA
30.0847231274317,22.7953361197498,NA,NA,NA,NA,NA,NA,NA,NA
33.4425985226656,22.9257543581784,NA,NA,NA,NA,NA,NA,NA,NA
