"area(mm2)","perimetro(mm)","Umbral.Otsu","1.pix(mm)","area.umbral(mm2)","per.umbral(mm)","int.max","area.min(mm2)","per.min(mm)","pixsd"
2.39806713613973,5.82443066484899,202.394096238078,0.01478341,0.64,2.4,255,1.31069496710324,4.29438506264472,0.000230982388660756
1.5245403486847,4.64052698156484,NA,NA,NA,NA,NA,NA,NA,NA
1.38051816513068,4.42428387884289,NA,NA,NA,NA,NA,NA,NA,NA
1.31069496710324,4.29438506264472,NA,NA,NA,NA,NA,NA,NA,NA
2.06434816719163,5.4155680491685,NA,NA,NA,NA,NA,NA,NA,NA
1.67194895335945,4.88782271184594,NA,NA,NA,NA,NA,NA,NA,NA
2.04216520392131,5.39973401456791,NA,NA,NA,NA,NA,NA,NA,NA
2.28802957326233,5.67300950808864,NA,NA,NA,NA,NA,NA,NA,NA
1.65490211488366,4.8755757340057,NA,NA,NA,NA,NA,NA,NA,NA
2.08303346975964,5.42930083456791,NA,NA,NA,NA,NA,NA,NA,NA
2.33567242798741,5.73214314808863,NA,NA,NA,NA,NA,NA,NA,NA
1.6189527346126,4.77314248860631,NA,NA,NA,NA,NA,NA,NA,NA
2.2398396905172,5.65210260916852,NA,NA,NA,NA,NA,NA,NA,NA
2.01747001637519,5.34060037456789,NA,NA,NA,NA,NA,NA,NA,NA
1.38172171410707,4.40040536480449,NA,NA,NA,NA,NA,NA,NA,NA
2.01539401719918,5.34418743132826,NA,NA,NA,NA,NA,NA,NA,NA
2.16061669310032,5.54756811456791,NA,NA,NA,NA,NA,NA,NA,NA
2.16192711504505,5.56996082104716,NA,NA,NA,NA,NA,NA,NA,NA
2.00348374017924,5.31820766808864,NA,NA,NA,NA,NA,NA,NA,NA
1.98807623911832,5.321794724849,NA,NA,NA,NA,NA,NA,NA,NA
1.9102722832598,5.16765687724536,NA,NA,NA,NA,NA,NA,NA,NA
2.24049708479619,5.61956417405024,NA,NA,NA,NA,NA,NA,NA,NA
2.3514070978732,5.79127678808866,NA,NA,NA,NA,NA,NA,NA,NA
