"x1","y1","x2","y2","x3","y3","x4","y4","x5","y5","x6","y6","x7","y7","x8","y8","x9","y9"
10.134027555,16.7865768236414,15.411704925,5.00419905364136,15.618672665,18.9006044536414,16.062174965,9.48357228364136,24.340884565,23.6756458836414,25.050488245,15.3230192336414,27.253216335,9.95664140364136,31.836073435,15.2491021836414,34.497087235,21.3546505136414
10.1192589136414,16.801345465,15.3969362836414,5.018967695,15.6039040236414,18.915373095,16.0474063236414,9.498340925,24.3261159236414,23.690414525,25.0357196036414,15.337787875,27.2384476936414,9.971410045,31.8213047936414,15.263870825,34.4823185936414,21.369419155
10.1192589136414,16.816128875,15.3969362836414,5.033751105,15.618672665,18.9301417363586,16.0474063236414,9.513124335,24.340884565,23.7051831663586,25.0357196036414,15.352571285,27.253216335,9.98617868635864,31.8213047936414,15.278654235,34.497087235,21.3841877963586
10.1192589136414,16.830912285,15.411704925,5.04851974635864,15.633456075,18.9301417363586,16.0474063236414,9.527907745,24.3408993336414,23.705197935,25.0357196036414,15.367354695,27.2532311036414,9.986193455,31.8213047936414,15.293437645,34.4971020036414,21.384202565
10.1192589136414,16.845695695,15.426488335,5.04851974635864,15.6334708436414,18.930156505,16.0474063236414,9.542691155,24.3408993336414,23.719981345,25.050488245,15.3821233363586,27.2532311036414,10.000976865,31.836073435,15.3082062863586,34.4971020036414,21.398985975
10.1192589136414,16.860479105,15.4412569763586,5.033751105,15.6334708436414,18.944939915,16.0474063236414,9.557474565,24.340884565,23.7199961136414,25.0505030136414,15.382138105,27.2532311036414,10.015760275,31.8360882036414,15.308221055,34.4971020036414,21.413769385
10.1192589136414,16.875262515,15.441271745,5.03373633635864,15.648239485,18.9597085563586,16.0474063236414,9.572257975,24.3261159236414,23.734764755,25.065271655,15.3969067463586,27.2532311036414,10.030543685,31.836073435,15.3082358236414,34.4971020036414,21.428552795
10.1192589136414,16.890045925,15.456055155,5.03373633635864,15.6482542536414,18.959723325,16.0474063236414,9.587041385,24.3261159236414,23.749548165,25.0652864236414,15.396921515,27.2532311036414,10.045327095,31.8213047936414,15.323004465,34.4971020036414,21.443336205
10.1192589136414,16.904829335,15.470838565,5.03373633635864,15.663022895,18.9744919663586,16.0474063236414,9.601824795,24.3261159236414,23.764331575,25.0652864236414,15.411704925,27.267999745,10.0600957363586,31.8213047936414,15.337787875,34.4971020036414,21.458119615
10.1192589136414,16.919612745,15.485621975,5.03373633635864,15.6630376636414,18.974506735,16.062174965,9.61659343635864,24.340884565,23.7791002163586,25.080055065,15.4264735663586,27.2680145136414,10.060110505,31.836073435,15.3525565163586,34.4971020036414,21.472903025
10.1192589136414,16.934396155,15.500405385,5.03373633635864,15.6630376636414,18.989290145,16.0621897336414,9.616608205,24.3408993336414,23.779114985,25.0800698336414,15.426488335,27.2680145136414,10.074893915,31.8360882036414,15.352571285,34.4971020036414,21.487686435
10.1192589136414,16.949179565,15.515188795,5.03373633635864,15.677806305,19.0040587863586,16.076958375,9.63137684635864,24.355667975,23.7938836263586,25.0800698336414,15.441271745,27.2680145136414,10.089677325,31.8360882036414,15.367354695,34.511870645,21.5024550763586
10.1192589136414,16.963962975,15.529972205,5.03373633635864,15.6778210736414,19.004073555,16.0769731436414,9.631391615,24.370451385,23.7938836263586,25.094838475,15.4560403863586,27.282783155,10.1044459663586,31.8360882036414,15.382138105,34.5118854136414,21.502469845
10.1192589136414,16.978746385,15.544755615,5.03373633635864,15.692589715,19.0188421963586,16.0769731436414,9.646175025,24.3704661536414,23.793898395,25.0948532436414,15.456055155,27.2827979236414,10.104460735,31.850856845,15.3969067463586,34.5118854136414,21.517253255
10.1192589136414,16.993529795,15.5447703836414,5.033751105,15.707373125,19.0188421963586,16.091741785,9.66094366635864,24.370451385,23.7939131636414,25.109621885,15.4708237963586,27.297566565,10.1192293763586,31.8508716136414,15.396921515,34.5118854136414,21.532036665
