"x1","y1","x2","y2","x3","y3","x4","y4","x5","y5","x6","y6","x7","y7","x8","y8","x9","y9","x10","y10","x11","y11","x12","y12","x13","y13"
7.073861685,11.8489178836414,10.000976865,21.3398671036414,15.263870825,15.1751851336414,15.278654235,20.6154800136414,16.091741785,20.9554984436414,18.013585085,5.58075204364136,19.048423785,4.47199629364136,20.024128845,27.5045490736414,22.285990575,17.3335629936414,27.208866105,18.3388348736414,29.145492815,10.5036275736414,31.303870675,4.14676127364136,33.477031945,21.7094523536414
7.05909304364136,11.863686525,9.98620822364136,21.354635745,15.2491021836414,15.189953775,15.2638855936414,20.630248655,16.0769731436414,20.970267085,17.9988164436414,5.595520685,19.0336551436414,4.486764935,20.0093602036414,27.519317715,22.2712219336414,17.348331635,27.1940974636414,18.353603515,29.1307241736414,10.518396215,31.2891020336414,4.161529915,33.4622633036414,21.724220995
7.05909304364136,11.878469935,9.98620822364136,21.369419155,15.2491021836414,15.204737185,15.2638855936414,20.645032065,16.091741785,20.9850357263586,18.013585085,5.61028932635864,19.0336551436414,4.501548345,20.0093602036414,27.534101125,22.2712219336414,17.363115045,27.1940974636414,18.368386925,29.145492815,10.5331648563586,31.2891020336414,4.176313325,33.4622633036414,21.739004405
7.05909304364136,11.893253345,10.000976865,21.3841877963586,15.2491021836414,15.219520595,15.2638855936414,20.659815475,16.0917565536414,20.985050495,18.028368495,5.61028932635864,19.0336551436414,4.516331755,20.0093602036414,27.548884535,22.2712219336414,17.377898455,27.1940974636414,18.383170335,29.1455075836414,10.533179625,31.2891020336414,4.191096735,33.4622633036414,21.753787815
7.05909304364136,11.908036755,10.0009916336414,21.384202565,15.263870825,15.2342892363586,15.278654235,20.6745841163586,16.0917565536414,20.999833905,18.0431371363586,5.595520685,19.048423785,4.53110039635864,20.0093602036414,27.563667945,22.2712219336414,17.392681865,27.208866105,18.3979389763586,29.1455075836414,10.547963035,31.303870675,4.20586537635864,33.477031945,21.7685564563586
7.073861685,11.9228053963586,10.0009916336414,21.398985975,15.278654235,15.2342892363586,15.2786690036414,20.674598885,16.106525195,21.0146025463586,18.043151905,5.59550591635864,19.0484385536414,4.531115165,20.0093602036414,27.578451355,22.285990575,17.4074505063586,27.2088808736414,18.397953745,29.160276225,10.5627316763586,31.3038854436414,4.205880145,33.491815355,21.7685564563586
7.07387645364136,11.922820165,10.000976865,21.3990007436414,15.293437645,15.2342892363586,15.2786690036414,20.689382295,16.1065399636414,21.014617315,18.057935315,5.59550591635864,19.063207195,4.54588380635864,20.0093602036414,27.593234765,22.2860053436414,17.407465275,27.223649515,18.4127223863586,29.1750448663586,10.547963035,31.3038854436414,4.220663555,33.5065839963586,21.753787815
7.07387645364136,11.937603575,9.98620822364136,21.413769385,15.3082062863586,15.219520595,15.2786690036414,20.704165705,16.121308605,21.0293859563586,18.072718725,5.59550591635864,19.0632219636414,4.545898575,20.0093602036414,27.608018175,22.2860053436414,17.422248685,27.2236642836414,18.412737155,29.175059635,10.5479482663586,31.3038854436414,4.235446965,33.506598765,21.7537730463586
7.088645095,11.9523722163586,10.000976865,21.4285380263586,15.308221055,15.2195058263586,15.2786690036414,20.718949115,16.1213233736414,21.029400725,18.0874873663586,5.580737275,19.077990605,4.56066721635864,20.0093602036414,27.622801585,22.300773985,17.4370173263586,27.238432925,18.4275057963586,29.1898282763586,10.533179625,31.318654085,4.25021560635864,33.521382175,21.7537730463586
7.103428505,11.9523722163586,10.015760275,21.4285380263586,15.323004465,15.2195058263586,15.2786690036414,20.733732525,16.136092015,21.0441693663586,18.072718725,5.56596863364136,19.0780053736414,4.560681985,20.0093602036414,27.637584995,22.3155426263586,17.422248685,27.2384476936414,18.427520565,29.189843045,10.5331648563586,31.3186688536414,4.250230375,33.5361508163586,21.739004405
7.10344327364136,11.952386985,10.0305289163586,21.413769385,15.3377731063586,15.204737185,15.2786690036414,20.748515935,16.150875425,21.0441693663586,18.0727039563586,5.565953865,19.077990605,4.56069675364136,20.0093602036414,27.652368405,22.315557395,17.4222339163586,27.253216335,18.4422892063586,29.1898578136414,10.533179625,31.333437495,4.26499901635864,33.536165585,21.7389896363586
7.118211915,11.9671556263586,10.030543685,21.4137546163586,15.337787875,15.2047224163586,15.2786690036414,20.763299345,16.1508901936414,21.044184135,18.0727039563586,5.551170455,19.0632219636414,4.575465395,20.024128845,27.6671370463586,22.3303260363586,17.407465275,27.2532311036414,18.442303975,29.1898578136414,10.547963035,31.3334522636414,4.265013785,33.550948995,21.7389896363586
7.13298055635864,11.952386985,10.0453123263586,21.398985975,15.352571285,15.2047224163586,15.2786690036414,20.778082755,16.165658835,21.0589527763586,18.057935315,5.53640181364136,19.077990605,4.59023403635864,20.0241436136414,27.667151815,22.330340805,17.4074505063586,27.2532311036414,18.457087385,29.1898578136414,10.562746445,31.3334522636414,4.279797195,33.565732405,21.7389896363586
7.132995325,11.9523722163586,10.045327095,21.3989712063586,15.367354695,15.2047224163586,15.293437645,20.7928513963586,16.1804274763586,21.044184135,18.0579205463586,5.536387045,19.092774015,4.59023403635864,20.0241436136414,27.681935225,22.3451094463586,17.392681865,27.267999745,18.4718560263586,29.189843045,10.5627612136414,31.3334522636414,4.294580605,33.580515815,21.7389896363586
7.147778735,11.9523722163586,10.0453418636414,21.398985975,15.3821233363586,15.189953775,15.2934524136414,20.792866165,16.180442245,21.0441693663586,18.057935315,5.53637227635864,19.107557425,4.59023403635864,20.0241436136414,27.696718635,22.3451094463586,17.377898455,27.282783155,18.4718560263586,29.175059635,10.5627612136414,31.3334522636414,4.309364015,33.595299225,21.7389896363586
7.14779350364136,11.952386985,10.0453418636414,21.413769385,15.382138105,15.1899390063586,15.2934524136414,20.807649575,16.1804570136414,21.044184135,18.0727039563586,5.521603635,19.122340835,4.59023403635864,20.038912255,27.7114872763586,22.345124215,17.3778836863586,27.2827979236414,18.471870795,29.1602909936414,10.577529855,31.3334522636414,4.324147425,33.5953139936414,21.739004405
7.14779350364136,11.967170395,10.045327095,21.4137841536414,15.3969067463586,15.175170365,15.308221055,20.8224182163586,16.195225655,21.0589527763586,18.072718725,5.52158886635864,19.137124245,4.59023403635864,20.0389270236414,27.711502045,22.3598928563586,17.363115045,27.2827979236414,18.486654205,29.1602909936414,10.592313265,31.3334522636414,4.338930835,33.5953139936414,21.753787815
7.162562145,11.9819390363586,10.0305584536414,21.428552795,15.396921515,15.1751555963586,15.3082358236414,20.822432985,16.1952404236414,21.058967545,18.0874873663586,5.506820225,19.151907655,4.59023403635864,20.0389270236414,27.726285455,22.3598928563586,17.348331635,27.297566565,18.5014228463586,29.1602909936414,10.607096675,31.3334522636414,4.353714245,33.610082635,21.7685564563586
7.16257691364136,11.981953805,10.030543685,21.4285675636414,15.4116901563586,15.160386955,15.3082358236414,20.837216395,16.210009065,21.0737361863586,18.072718725,5.49205158364136,19.166691065,4.59023403635864,20.053695665,27.7410540963586,22.3598928563586,17.333548225,27.3123352063586,18.486654205,29.1602909936414,10.621880085,31.3334522636414,4.368497655,33.6248512763586,21.753787815
