"area(mm2)","perimetro(mm)","Umbral.Otsu","1.pix(mm)","area.umbral(mm2)","per.umbral(mm)","int.max","area.min(mm2)","per.min(mm)","pixsd"
17.905279364343,27.9087620725583,210.333576627677,0.01478341,0.64,2.4,255,12.9502741171407,22.4938315141559,0.000230982388660756
17.1865796282273,27.3958748108272,NA,NA,NA,NA,NA,NA,NA,NA
13.9026775200896,27.7094345565382,NA,NA,NA,NA,NA,NA,NA,NA
17.6457475910654,27.3190608113003,NA,NA,NA,NA,NA,NA,NA,NA
17.4392966397759,31.5701860744231,NA,NA,NA,NA,NA,NA,NA,NA
15.5796291975542,23.7736535090515,NA,NA,NA,NA,NA,NA,NA,NA
14.0807463302279,22.4938315141559,NA,NA,NA,NA,NA,NA,NA,NA
12.9502741171407,23.3947182307381,NA,NA,NA,NA,NA,NA,NA,NA
17.6905453760929,28.2443977454723,NA,NA,NA,NA,NA,NA,NA,NA
13.4257399343537,23.6532412417595,NA,NA,NA,NA,NA,NA,NA,NA
14.6552925567873,24.0692779709607,NA,NA,NA,NA,NA,NA,NA,NA
17.5285236672356,26.2192508341559,NA,NA,NA,NA,NA,NA,NA,NA
18.9568771452431,24.8437035969223,NA,NA,NA,NA,NA,NA,NA,NA
18.3041115884132,30.5792624214644,NA,NA,NA,NA,NA,NA,NA,NA
15.5796099844559,25.6991894589035,NA,NA,NA,NA,NA,NA,NA,NA
13.567992327813,24.595686831907,NA,NA,NA,NA,NA,NA,NA,NA
16.3328090563302,29.2961520321742,NA,NA,NA,NA,NA,NA,NA,NA
