"x1","y1"
26.839280855,15.6482542536414
26.8245122136414,15.663022895
26.839280855,15.6777915363586
26.8392956236414,15.677806305
26.8392956236414,15.692589715
26.839280855,15.6926044836414
26.8245122136414,15.707373125
26.8245122136414,15.722156535
26.839280855,15.7369251763586
26.8392956236414,15.736939945
26.8392956236414,15.751723355
26.8392956236414,15.766506765
26.8392956236414,15.781290175
26.8392956236414,15.796073585
26.8392956236414,15.810856995
26.8392956236414,15.825640405
26.8392956236414,15.840423815
26.8392956236414,15.855207225
26.8392956236414,15.869990635
26.854064265,15.8847592763586
26.8540790336414,15.884774045
26.8540790336414,15.899557455
26.8540790336414,15.914340865
26.868847675,15.9291095063586
26.8688624436414,15.929124275
26.8688624436414,15.943907685
26.8688624436414,15.958691095
26.8688624436414,15.973474505
26.8688624436414,15.988257915
26.8688624436414,16.003041325
26.8688624436414,16.017824735
26.8688624436414,16.032608145
26.8688624436414,16.047391555
26.8688624436414,16.062174965
26.883631085,16.0769436063586
26.8836458536414,16.076958375
26.8836458536414,16.091741785
26.8836458536414,16.106525195
26.8836458536414,16.121308605
26.898414495,16.1360772463586
26.8984292636414,16.136092015
26.8984292636414,16.150875425
26.8984292636414,16.165658835
26.8984292636414,16.180442245
26.913197905,16.1952108863586
26.9132126736414,16.195225655
26.9132126736414,16.210009065
26.9132126736414,16.224792475
26.927981315,16.2395611163586
26.9279960836414,16.239575885
26.9279960836414,16.254359295
26.9279960836414,16.269142705
26.942764725,16.2839113463586
26.9427794936414,16.283926115
26.9427794936414,16.298709525
26.957548135,16.3134781663586
26.9575629036414,16.313492935
26.9575629036414,16.328276345
26.972331545,16.3430449863586
26.9723463136414,16.343059755
26.9723463136414,16.357843165
26.9723463136414,16.372626575
26.987114955,16.3873952163586
26.9871297236414,16.387409985
26.9871297236414,16.402193395
26.9871297236414,16.416976805
27.001898365,16.4317454463586
27.0019131336414,16.431760215
27.0019131336414,16.446543625
27.016681775,16.4613122663586
27.0166965436414,16.461327035
27.031465185,16.4760956763586
27.0314799536414,16.476110445
27.0314799536414,16.490893855
27.046248595,16.5056624963586
27.0462633636414,16.505677265
27.0462633636414,16.520460675
27.0462633636414,16.535244085
27.061032005,16.5500127263586
27.0610467736414,16.550027495
27.075815415,16.5647961363586
27.0758301836414,16.564810905
27.0758301836414,16.579594315
27.090598825,16.5943629563586
27.0906135936414,16.594377725
27.0906135936414,16.609161135
27.105382235,16.6239297763586
27.1053970036414,16.623944545
27.1053970036414,16.638727955
27.120165645,16.6534965963586
27.1201804136414,16.653511365
27.134949055,16.6682800063586
27.1349638236414,16.668294775
27.1349638236414,16.683078185
27.149732465,16.6978468263586
27.1497472336414,16.697861595
27.1497472336414,16.712645005
27.164515875,16.7274136463586
27.1645306436414,16.727428415
27.179299285,16.7421970563586
27.1793140536414,16.742211825
27.194082695,16.7569804663586
27.1940974636414,16.756995235
27.1940974636414,16.771778645
27.208866105,16.7865472863586
27.2088808736414,16.786562055
27.223649515,16.8013306963586
27.2236642836414,16.801345465
27.238432925,16.8161141063586
27.2384476936414,16.816128875
27.2384476936414,16.830912285
27.253216335,16.8456809263586
27.2532311036414,16.845695695
27.267999745,16.8604643363586
27.2680145136414,16.860479105
27.282783155,16.8752477463586
27.2827979236414,16.875262515
27.2827979236414,16.890045925
27.297566565,16.9048145663586
27.312349975,16.9048145663586
27.3123647436414,16.904829335
27.327133385,16.9195979763586
27.341916795,16.9195979763586
27.3419315636414,16.919612745
27.356700205,16.9343813863586
27.3567149736414,16.934396155
27.371483615,16.9491647963586
27.3714983836414,16.949179565
27.386267025,16.9639482063586
27.3862817936414,16.963962975
27.401050435,16.9787316163586
27.4010652036414,16.978746385
27.415833845,16.9935150263586
27.4158486136414,16.993529795
27.430617255,17.0082984363586
27.4306320236414,17.008313205
27.445400665,17.0230818463586
27.4454154336414,17.023096615
27.460184075,17.0378652563586
27.474967485,17.0378652563586
27.4749822536414,17.037880025
27.489750895,17.0526486663586
27.4897656636414,17.052663435
27.504534305,17.0674320763586
27.5045490736414,17.067446845
27.519317715,17.0822154863586
27.5193324836414,17.082230255
27.534101125,17.0969988963586
27.548884535,17.0969988963586
27.5488993036414,17.097013665
27.563667945,17.1117823063586
27.5636827136414,17.111797075
27.578451355,17.1265657163586
27.5784661236414,17.126580485
27.593234765,17.1413491263586
27.5932495336414,17.141363895
27.608018175,17.1561325363586
27.622801585,17.1561325363586
27.6228163536414,17.156147305
27.637584995,17.1709159463586
27.6375997636414,17.170930715
27.652368405,17.1856993563586
27.667151815,17.1856993563586
27.6671665836414,17.185714125
27.681935225,17.2004827663586
27.6819499936414,17.200497535
27.696718635,17.2152661763586
27.6967334036414,17.215280945
27.711502045,17.2300495863586
27.7115168136414,17.230064355
27.726285455,17.2448329963586
27.741068865,17.2448329963586
27.7410836336414,17.244847765
27.755852275,17.2596164063586
27.7558670436414,17.259631175
27.770635685,17.2743998163586
27.7706504536414,17.274414585
27.785419095,17.2891832263586
27.7854338636414,17.289197995
27.800202505,17.3039666363586
27.814985915,17.3039666363586
27.829769325,17.3039666363586
27.8297840936414,17.303981405
27.844552735,17.3187500463586
27.8445675036414,17.318764815
27.859336145,17.3335334563586
27.8593509136414,17.333548225
27.874119555,17.3483168663586
27.8741343236414,17.348331635
27.888902965,17.3631002763586
27.8889177336414,17.363115045
27.903686375,17.3778836863586
27.9037011436414,17.377898455
27.918469785,17.3926670963586
27.9184845536414,17.392681865
27.933253195,17.4074505063586
27.9332679636414,17.407465275
27.948036605,17.4222339163586
27.9480513736414,17.422248685
27.962820015,17.4370173263586
27.977603425,17.4370173263586
27.9776181936414,17.437032095
27.992386835,17.4518007363586
27.9924016036414,17.451815505
28.007170245,17.4665841463586
28.021953655,17.4665841463586
28.0219684236414,17.466598915
28.036737065,17.4813675563586
28.0367518336414,17.481382325
28.051520475,17.4961509663586
28.066303885,17.4961509663586
28.0663186536414,17.496165735
28.081087295,17.5109343763586
28.0811020636414,17.510949145
28.095870705,17.5257177863586
28.110654115,17.5257177863586
28.1106688836414,17.525732555
28.125437525,17.5405011963586
28.140220935,17.5405011963586
28.1402357036414,17.540515965
28.155004345,17.5552846063586
28.1550191136414,17.555299375
28.169787755,17.5700680163586
28.184571165,17.5700680163586
28.199354575,17.5700680163586
28.1993693436414,17.570082785
28.214137985,17.5848514263586
28.228921395,17.5848514263586
28.2289361636414,17.584866195
28.243704805,17.5996348363586
28.258488215,17.5996348363586
28.2585029836414,17.599649605
28.273271625,17.6144182463586
28.288055035,17.6144182463586
28.302838445,17.6144182463586
28.317621855,17.6144182463586
28.3176366236414,17.614433015
28.332405265,17.6292016563586
28.347188675,17.6292016563586
28.3472034436414,17.629216425
28.361972085,17.6439850663586
28.376755495,17.6439850663586
28.391538905,17.6439850663586
28.406322315,17.6439850663586
28.421105725,17.6439850663586
28.4211204936414,17.643999835
28.435889135,17.6587684763586
28.450672545,17.6587684763586
28.465455955,17.6587684763586
28.480239365,17.6587684763586
28.495022775,17.6587684763586
28.509806185,17.6587684763586
28.5098209536414,17.658783245
28.524589595,17.6735518863586
28.539373005,17.6735518863586
28.554156415,17.6735518863586
28.568939825,17.6735518863586
28.583723235,17.6735518863586
28.598506645,17.6735518863586
28.5985214136414,17.673566655
28.613290055,17.6883352963586
28.628073465,17.6883352963586
28.642856875,17.6883352963586
28.657640285,17.6883352963586
28.672423695,17.6883352963586
28.687207105,17.6883352963586
28.6872218736414,17.688350065
28.701990515,17.7031187063586
28.716773925,17.7031187063586
28.731557335,17.7031187063586
28.746340745,17.7031187063586
28.7463555136414,17.703133475
28.761124155,17.7179021163586
28.775907565,17.7179021163586
28.790690975,17.7179021163586
28.7907057436414,17.717916885
28.805474385,17.7326855263586
28.820257795,17.7326855263586
28.835041205,17.7326855263586
28.8350559736414,17.732700295
28.849824615,17.7474689363586
28.864608025,17.7474689363586
28.879391435,17.7474689363586
28.894174845,17.7474689363586
28.8941896136414,17.747483705
28.908958255,17.7622523463586
28.923741665,17.7622523463586
28.938525075,17.7622523463586
28.953308485,17.7622523463586
28.968091895,17.7622523463586
28.982875305,17.7622523463586
28.9828900736414,17.762267115
28.997658715,17.7770357563586
29.012442125,17.7770357563586
29.027225535,17.7770357563586
29.042008945,17.7770357563586
29.056792355,17.7770357563586
29.071575765,17.7770357563586
29.086359175,17.7770357563586
29.1011278163586,17.762267115
29.101142585,17.7622523463586
29.115925995,17.7622523463586
29.130709405,17.7622523463586
29.1454780463586,17.747483705
29.145492815,17.7474689363586
29.160276225,17.7474689363586
29.1750448663586,17.732700295
29.175059635,17.7326855263586
