"x1","y1","x2","y2","x3","y3","x4","y4","x5","y5","x6","y6","x7","y7","x8","y8","x9","y9","x10","y10","x11","y11","x12","y12","x13","y13","x14","y14","x15","y15","x16","y16","x17","y17","x18","y18","x19","y19","x20","y20","x21","y21","x22","y22"
2.550138225,26.5879481163586,5.27030043364136,14.672534425,6.290340955,4.35369947635864,6.822543715,8.98090680635864,9.513124335,27.8297545563586,9.764442305,21.5024550763586,12.366322465,3.61452897635864,13.342027525,12.1889067763586,17.6735814236414,26.735796985,17.6144477836414,19.994562025,19.9502265636414,8.714820195,24.2817656936414,18.264903055,26.0114246636414,12.277622005,27.061032005,6.52686074635864,28.761124155,25.8635610263586,33.964884475,22.6703444663586,34.083151755,13.6968145963586,35.8423923136414,6.467741875,40.987004225,27.4453858963586,41.2087701436414,17.200497535,41.430506525,6.09814185635864,42.4653599936414,21.709437585
2.564921635,26.5879481163586,5.27030043364136,14.687317835,6.29035572364136,4.353714245,6.82255848364136,8.980921575,9.527907745,27.8297545563586,9.779225715,21.5024550763586,12.3663372336414,3.614543745,13.3420422936414,12.188921545,17.688350065,26.7505656263586,17.629216425,20.0093306663586,19.950211795,8.71483496364136,24.2817656936414,18.279686465,26.0114246636414,12.292405415,27.075815415,6.52686074635864,28.7611389236414,25.863575795,33.979667885,22.6703444663586,34.097935165,13.6968145963586,35.857160955,6.48251051635864,41.001787635,27.4453858963586,41.223538785,17.2152661763586,41.4305212936414,6.098156625,42.4653599936414,21.724220995
2.56493640364136,26.587962885,5.27030043364136,14.702101245,6.29035572364136,4.368497655,6.82255848364136,8.995704985,9.52792251364136,27.829769325,9.77924048364136,21.502469845,12.381105875,3.62931238635864,13.356810935,12.2036901863586,17.6883648336414,26.750580395,17.6292311936414,20.009345435,19.9354431536414,8.729603605,24.296534335,18.2944551063586,26.026193305,12.3071740563586,27.090598825,6.52686074635864,28.7611389236414,25.878359205,33.994451295,22.6703444663586,34.112718575,13.6968145963586,35.8571757236414,6.482525285,41.0018024036414,27.445400665,41.2235535536414,17.215280945,41.4305212936414,6.112940035,42.480128635,21.7389896363586
2.579705045,26.6027315263586,5.27030043364136,14.716884655,6.29035572364136,4.383281065,6.837327125,9.01047362635864,9.542691155,27.8445379663586,9.794009125,21.5172384863586,12.3811206436414,3.629327155,13.371594345,12.2036901863586,17.703133475,26.7653490363586,17.6292311936414,20.024128845,19.950211795,8.74437224635864,24.2965491036414,18.294469875,26.0262080736414,12.307188825,27.105382235,6.52686074635864,28.7611389236414,25.893142615,34.009234705,22.6703444663586,34.127501985,13.6968145963586,35.871944365,6.49729392635864,41.016571045,27.4601693063586,41.2235535536414,17.230064355,41.445289935,6.12770867635864,42.4801434036414,21.739004405
2.594488455,26.6027315263586,5.27030043364136,14.731668065,6.29035572364136,4.398064475,6.83734189364136,9.010488395,9.557474565,27.8445379663586,9.79402389364136,21.517253255,12.395889285,3.64409579635864,13.386377755,12.2036901863586,17.7031482436414,26.765363805,17.643999835,20.0388974863586,19.9502265636414,8.744387015,24.2965491036414,18.309253285,26.0262080736414,12.321972235,27.1053970036414,6.526875515,28.7611389236414,25.907926025,34.0092494736414,22.670359235,34.142285395,13.6968145963586,35.8719591336414,6.497308695,41.031354455,27.4601693063586,41.238322195,17.2448329963586,41.4453047036414,6.127723445,42.4801434036414,21.753787815
2.59450322364136,26.602746295,5.27030043364136,14.746451475,6.305124365,4.41283311635864,6.852110535,9.02525703635864,9.572257975,27.8445379663586,9.808792535,21.5320218963586,12.3959040536414,3.644110565,13.3863925236414,12.203704955,17.7031482436414,26.780147215,17.6440146036414,20.038912255,19.950211795,8.74440178364136,24.311317745,18.3240219263586,26.040976715,12.3367408763586,27.120165645,6.54164415635864,28.7611389236414,25.922709435,34.024018115,22.6851278763586,34.157068805,13.6968145963586,35.886727775,6.51207733635864,41.0313692236414,27.460184075,41.2383369636414,17.244847765,41.460073345,6.14249208635864,42.494912045,21.7685564563586
2.609271865,26.6175149363586,5.27030043364136,14.761234885,6.30513913364136,4.412847885,6.85212530364136,9.025271805,9.587041385,27.8445379663586,9.823575945,21.5320218963586,12.410672695,3.65887920635864,13.401161165,12.2184735963586,17.717916885,26.7949158563586,17.658783245,20.0536808963586,19.935428385,8.74440178364136,24.3113325136414,18.324036695,26.0409914836414,12.336755645,27.134949055,6.54164415635864,28.7611389236414,25.937492845,34.038801525,22.6851278763586,34.171852215,13.6968145963586,35.8867425436414,6.512092105,41.046137865,27.4749527163586,41.253105605,17.2596164063586,41.4600881136414,6.142506855,42.4949268136414,21.768571225
2.60928663364136,26.617529705,5.285069075,14.7760035263586,6.30513913364136,4.427631295,6.85212530364136,9.040055215,9.58705615364136,27.844552735,9.82359071364136,21.532036665,12.4106874636414,3.658893975,13.415944575,12.2184735963586,17.7179316536414,26.794930625,17.6587980136414,20.053695665,19.9206597436414,8.759170425,24.326101155,18.3388053363586,26.0409914836414,12.351539055,27.149732465,6.54164415635864,28.775907565,25.9522614863586,34.053584935,22.6851278763586,34.1718669836414,13.696829365,35.8867425436414,6.526875515,41.060921275,27.4749527163586,41.2531203736414,17.259631175,41.474856755,6.15727549635864,42.4949268136414,21.783354635
2.624055275,26.6322983463586,5.28508384364136,14.776018295,6.319907775,4.44239993635864,6.866893945,9.05482385635864,9.601824795,27.8593213763586,9.838359355,21.5468053063586,12.425456105,3.67366261635864,13.430727985,12.2184735963586,17.7179316536414,26.809714035,17.673566655,20.0684643063586,19.9206597436414,8.773953835,24.3261159236414,18.338820105,26.055760125,12.3663076963586,27.164515875,6.54164415635864,28.7759223336414,25.952276255,34.068368345,22.6851278763586,34.186635625,13.7115980063586,35.901511185,6.54164415635864,41.075704685,27.4749527163586,41.267889015,17.2743998163586,41.4748715236414,6.157290265,42.509695455,21.7981232763586
2.638838685,26.6322983463586,5.28508384364136,14.790801705,6.31992254364136,4.442414705,6.86690871364136,9.054838625,9.616608205,27.8593213763586,9.853142765,21.5468053063586,12.4254708736414,3.673677385,13.4307427536414,12.218488365,17.7179316536414,26.824497445,17.6735814236414,20.068479075,19.9206597436414,8.788737245,24.3261159236414,18.353603515,26.0557748936414,12.366322465,27.179299285,6.54164415635864,28.7759223336414,25.967059665,34.083151755,22.6851278763586,34.201419035,13.7115980063586,35.9015259536414,6.541658925,41.0757194536414,27.474967485,41.2679037836414,17.274414585,41.489640165,6.17205890635864,42.5097102236414,21.798138045
