"x1","y1","x2","y2","x3","y3","x4","y4","x5","y5","x6","y6","x7","y7","x8","y8","x9","y9","x10","y10"
12.750691125,16.2691574736414,16.816128875,8.81831883364136,18.353603515,22.2712219336414,19.166691065,14.9682173936414,22.404257855,5.19638338364136,24.089566595,13.3716091136414,25.153972115,8.62613450364136,25.346156445,22.5225399036414,29.396810785,11.7454340136414,29.633345345,17.9396828036414
12.7359224836414,16.283926115,16.8013602336414,8.833087475,18.3388348736414,22.285990575,19.1519224236414,14.982986035,22.3894892136414,5.211152025,24.0747979536414,13.386377755,25.1392034736414,8.640903145,25.3313878036414,22.537308545,29.3820421436414,11.760202655,29.6185767036414,17.954451445
12.750691125,16.2986947563586,16.8013602336414,8.847870885,18.353603515,22.3007592163586,19.1519224236414,14.997769445,22.3894892136414,5.225935435,24.0747979536414,13.401161165,25.1392034736414,8.655686555,25.3313878036414,22.552091955,29.3820421436414,11.774986065,29.6185767036414,17.969234855
12.7507058936414,16.298709525,16.8013602336414,8.862654295,18.3536182836414,22.300773985,19.1519224236414,15.012552855,22.3894892136414,5.240718845,24.0747979536414,13.415944575,25.1392034736414,8.670469965,25.3313878036414,22.566875365,29.3820421436414,11.789769475,29.6185767036414,17.984018265
12.7507058936414,16.313492935,16.8013602336414,8.877437705,18.3536182836414,22.315557395,19.1519224236414,15.027336265,22.404257855,5.25548748635864,24.0747979536414,13.430727985,25.1392034736414,8.685253375,25.3313878036414,22.581658775,29.3820421436414,11.804552885,29.6185767036414,17.998801675
12.7507058936414,16.328276345,16.8013602336414,8.892221115,18.3536182836414,22.330340805,19.1519224236414,15.042119675,22.4042726236414,5.255502255,24.0747979536414,13.445511395,25.1392034736414,8.700036785,25.3313878036414,22.596442185,29.3820421436414,11.819336295,29.6185767036414,18.013585085
12.7507058936414,16.343059755,16.8013602336414,8.907004525,18.3536182836414,22.345124215,19.1519224236414,15.056903085,22.404257855,5.25551702364136,24.089566595,13.4602800363586,25.153972115,8.71480542635864,25.346156445,22.6112108263586,29.3820421436414,11.834119705,29.6185767036414,18.028368495
12.7507058936414,16.357843165,16.8013602336414,8.921787935,18.3536182836414,22.359907625,19.1519224236414,15.071686495,22.3894892136414,5.270285665,24.0895813636414,13.460294805,25.1539868836414,8.714820195,25.3461712136414,22.611225595,29.3820421436414,11.848903115,29.6185767036414,18.043151905
12.7507058936414,16.372626575,16.8013602336414,8.936571345,18.368386925,22.3746762663586,19.1519224236414,15.086469905,22.404257855,5.28505430635864,24.0895813636414,13.475078215,25.1539868836414,8.729603605,25.3461712136414,22.626009005,29.3820421436414,11.863686525,29.6185767036414,18.057935315
12.765474535,16.3873952163586,16.8013602336414,8.951354755,18.3684016936414,22.374691035,19.1519224236414,15.101253315,22.4042726236414,5.285069075,24.0895813636414,13.489861625,25.168755525,8.74437224635864,25.3461712136414,22.640792415,29.3820421436414,11.878469935,29.6185767036414,18.072718725
12.7654893036414,16.387409985,16.816128875,8.96612339635864,18.3684016936414,22.389474445,19.1519224236414,15.116036725,22.419041265,5.29983771635864,24.0895813636414,13.504645035,25.1687702936414,8.744387015,25.3461712136414,22.655575825,29.3820421436414,11.893253345,29.6185767036414,18.087502135
12.7654893036414,16.402193395,16.8161436436414,8.966138165,18.368386925,22.3894892136414,19.1519224236414,15.130820135,22.4190560336414,5.299852485,24.0895813636414,13.519428445,25.1687702936414,8.759170425,25.346156445,22.6555905936414,29.3820421436414,11.908036755,29.6185767036414,18.102285545
12.780257945,16.4169620363586,16.8161436436414,8.980921575,18.3536182836414,22.404257855,19.166691065,15.1455887763586,22.419041265,5.29986725364136,24.104350005,13.5341970863586,25.1687702936414,8.773953835,25.3313878036414,22.670359235,29.3820421436414,11.922820165,29.633345345,18.1170541863586
12.7802727136414,16.416976805,16.8161436436414,8.995704985,18.368386925,22.4190264963586,19.1667058336414,15.145603545,22.4042726236414,5.314635895,24.1043647736414,13.534211855,25.1687702936414,8.788737245,25.3313878036414,22.685142645,29.3820421436414,11.937603575,29.6333601136414,18.117068955
12.7802727136414,16.431760215,16.830912285,9.01047362635864,18.3684016936414,22.419041265,19.181474475,15.1603721863586,22.419041265,5.32940453635864,24.104350005,13.5342266236414,25.1687702936414,8.803520655,25.3313878036414,22.699926055,29.3820421436414,11.952386985,29.6333601136414,18.131852365
12.7802727136414,16.446543625,16.8309270536414,9.010488395,18.3684016936414,22.433824675,19.1814892436414,15.160386955,22.4190560336414,5.329419305,24.0895813636414,13.548995265,25.1687702936414,8.818304065,25.3313878036414,22.714709465,29.3820421436414,11.967170395,29.6333601136414,18.146635775
12.7802727136414,16.461327035,16.845695695,9.02525703635864,18.3684016936414,22.448608085,19.1814892436414,15.175170365,22.4190560336414,5.344202715,24.104350005,13.5637639063586,25.183538935,8.83307270635864,25.346156445,22.7294781063586,29.3820421436414,11.981953805,29.648128755,18.1614044163586
12.795041355,16.4760956763586,16.8457104636414,9.025271805,18.3684016936414,22.463391495,19.196257885,15.1899390063586,22.4190560336414,5.358986125,24.1043647736414,13.563778675,25.1835537036414,8.833087475,25.3461712136414,22.729492875,29.3820421436414,11.996737215,29.6481435236414,18.161419185
12.7950561236414,16.476110445,16.8457104636414,9.040055215,18.383170335,22.4781601363586,19.1962726536414,15.189953775,22.4190560336414,5.373769535,24.1043647736414,13.578562085,25.1835537036414,8.847870885,25.360939855,22.7442615163586,29.396810785,12.0115058563586,29.6481435236414,18.176202595
