"x1","y1"
19.255391525,15.0125676236414
19.2406228836414,15.027336265
19.2406228836414,15.042119675
19.255391525,15.0568883163586
19.2554062936414,15.056903085
19.2554062936414,15.071686495
19.270174935,15.0864551363586
19.284958345,15.0864551363586
19.2849731136414,15.086469905
19.299741755,15.1012385463586
19.2997565236414,15.101253315
19.2997565236414,15.116036725
19.2997565236414,15.130820135
19.299741755,15.1308349036414
19.2849731136414,15.145603545
19.299741755,15.1603721863586
19.2997565236414,15.160386955
19.2997565236414,15.175170365
19.2997565236414,15.189953775
19.2997565236414,15.204737185
19.2997565236414,15.219520595
19.2997565236414,15.234304005
19.2997565236414,15.249087415
19.2997565236414,15.263870825
19.2997565236414,15.278654235
19.2997565236414,15.293437645
19.2997565236414,15.308221055
19.2997565236414,15.323004465
19.2997565236414,15.337787875
19.314525165,15.3525565163586
19.3145399336414,15.352571285
19.3145399336414,15.367354695
19.3145399336414,15.382138105
19.3145399336414,15.396921515
19.3145399336414,15.411704925
19.329308575,15.4264735663586
19.3293233436414,15.426488335
19.3293233436414,15.441271745
19.3293233436414,15.456055155
19.344091985,15.4708237963586
19.3441067536414,15.470838565
19.3441067536414,15.485621975
19.358875395,15.5003906163586
19.3588901636414,15.500405385
19.3588901636414,15.515188795
19.373658805,15.5299574363586
19.3736735736414,15.529972205
19.3736735736414,15.544755615
19.388442215,15.5595242563586
19.3884569836414,15.559539025
19.3884569836414,15.574322435
19.403225625,15.5890910763586
19.4032403936414,15.589105845
19.4032403936414,15.603889255
19.418009035,15.6186578963586
19.4180238036414,15.618672665
19.4180238036414,15.633456075
19.432792445,15.6482247163586
19.4328072136414,15.648239485
19.4328072136414,15.663022895
19.447575855,15.6777915363586
19.4475906236414,15.677806305
19.462359265,15.6925749463586
19.4623740336414,15.692589715
19.4623740336414,15.707373125
19.4623740336414,15.722156535
19.477142675,15.7369251763586
19.4771574436414,15.736939945
19.491926085,15.7517085863586
19.506709495,15.7517085863586
19.5067242636414,15.751723355
19.521492905,15.7664919963586
19.5215076736414,15.766506765
