"area(mm2)","perimetro(mm)","Umbral.Otsu","1.pix(mm)","area.umbral(mm2)","per.umbral(mm)","int.max","area.min(mm2)","per.min(mm)","pixsd"
2.81286305917888,6.65650412325146,182.80334362838,0.01478341,0.64,2.4,255,2.39030798414914,5.87490438376913,0.000230982388660756
2.58186352949197,6.09770615836973,NA,NA,NA,NA,NA,NA,NA,NA
2.87657211922783,6.41935412160938,NA,NA,NA,NA,NA,NA,NA,NA
2.48613984829671,6.09980740757095,NA,NA,NA,NA,NA,NA,NA,NA
2.69375810567281,6.28735405620999,NA,NA,NA,NA,NA,NA,NA,NA
2.64939261579351,6.26286010052949,NA,NA,NA,NA,NA,NA,NA,NA
2.56077243895514,6.16549971944962,NA,NA,NA,NA,NA,NA,NA,NA
2.58842000582881,6.17118802541119,NA,NA,NA,NA,NA,NA,NA,NA
2.39030798414914,5.87490438376913,NA,NA,NA,NA,NA,NA,NA,NA
2.87460561298811,6.46326916865085,NA,NA,NA,NA,NA,NA,NA,NA
