"x1","y1","x2","y2","x3","y3","x4","y4","x5","y5","x6","y6","x7","y7","x8","y8","x9","y9","x10","y10","x11","y11","x12","y12"
16.934396155,10.2227427836414,19.018856965,21.5024846136414,21.162451415,17.0083279736414,21.295502105,10.1044755036414,22.892110385,27.3419315636414,27.164515875,22.9216919736414,27.578451355,13.2385584236414,28.731557335,9.14355385364136,30.623833815,16.4169915736414,33.654432865,7.54694557364136,34.644921335,23.8678302136414,37.557253105,15.9291390436414
16.9196275136414,10.237511425,19.0040883236414,21.517253255,21.1476827736414,17.023096615,21.2807334636414,10.119244145,22.8773417436414,27.356700205,27.1497472336414,22.936460615,27.5636827136414,13.253327065,28.7167886936414,9.158322495,30.6090651736414,16.431760215,33.6396642236414,7.561714215,34.6301526936414,23.882598855,37.5424844636414,15.943907685
16.9196275136414,10.252294835,19.0040883236414,21.532036665,21.1476827736414,17.037880025,21.2807334636414,10.134027555,22.8773417436414,27.371483615,27.1497472336414,22.951244025,27.5636827136414,13.268110475,28.7167886936414,9.173105905,30.6090651736414,16.446543625,33.6396642236414,7.576497625,34.6301526936414,23.897382265,37.5424844636414,15.958691095
16.9196275136414,10.267078245,19.0040883236414,21.546820075,21.1476827736414,17.052663435,21.2807334636414,10.148810965,22.8773417436414,27.386267025,27.1497472336414,22.966027435,27.578451355,13.2828791163586,28.7167886936414,9.187889315,30.6090651736414,16.461327035,33.6396642236414,7.591281035,34.6301526936414,23.912165675,37.5424844636414,15.973474505
16.9196275136414,10.281861655,19.0040883236414,21.561603485,21.1476827736414,17.067446845,21.2807334636414,10.163594375,22.8773417436414,27.401050435,27.1497472336414,22.980810845,27.5784661236414,13.282893885,28.7167886936414,9.202672725,30.6090651736414,16.476110445,33.6396642236414,7.606064445,34.6301526936414,23.926949085,37.5424844636414,15.988257915
16.9196275136414,10.296645065,19.0040883236414,21.576386895,21.1476827736414,17.082230255,21.2807334636414,10.178377785,22.8773417436414,27.415833845,27.1497472336414,22.995594255,27.5784661236414,13.297677295,28.7167886936414,9.217456135,30.6090651736414,16.490893855,33.6396642236414,7.620847855,34.6301526936414,23.941732495,37.5424844636414,16.003041325
16.9196275136414,10.311428475,19.0040883236414,21.591170305,21.1476827736414,17.097013665,21.2807334636414,10.193161195,22.8773417436414,27.430617255,27.1497472336414,23.010377665,27.5784661236414,13.312460705,28.7167886936414,9.232239545,30.6090651736414,16.505677265,33.6396642236414,7.635631265,34.6301526936414,23.956515905,37.5424844636414,16.017824735
16.9196275136414,10.326211885,19.0040883236414,21.605953715,21.1476827736414,17.111797075,21.2807334636414,10.207944605,22.8773417436414,27.445400665,27.1497472336414,23.025161075,27.5784661236414,13.327244115,28.7167886936414,9.247022955,30.6090651736414,16.520460675,33.6396642236414,7.650414675,34.6301526936414,23.971299315,37.5424844636414,16.032608145
16.9196275136414,10.340995295,19.0040883236414,21.620737125,21.1476827736414,17.126580485,21.2807334636414,10.222728015,22.8773417436414,27.460184075,27.1497472336414,23.039944485,27.5784661236414,13.342027525,28.7167886936414,9.261806365,30.6090651736414,16.535244085,33.6396642236414,7.665198085,34.6301526936414,23.986082725,37.5424844636414,16.047391555
16.9196275136414,10.355778705,19.0040883236414,21.635520535,21.1476827736414,17.141363895,21.2807334636414,10.237511425,22.892110385,27.4749527163586,27.1497472336414,23.054727895,27.5784661236414,13.356810935,28.7167886936414,9.276589775,30.6090651736414,16.550027495,33.6396642236414,7.679981495,34.6301526936414,24.000866135,37.5424844636414,16.062174965
