"x1","y1","x2","y2","x3","y3","x4","y4","x5","y5","x6","y6"
10.281861655,13.6672773136414,17.984018265,6.42340641364136,18.250119645,12.8837565836414,21.251151875,19.9354431536414,27.741068865,17.3039961736414,27.829769325,8.24176584364136
10.2670930136414,13.682045955,17.9692496236414,6.438175055,18.2353510036414,12.898525225,21.2363832336414,19.950211795,27.7263002236414,17.318764815,27.8150006836414,8.256534485
10.2670930136414,13.696829365,17.9692496236414,6.452958465,18.2353510036414,12.913308635,21.251151875,19.9649804363586,27.741068865,17.3335334563586,27.8150006836414,8.271317895
10.281861655,13.7115980063586,17.984018265,6.46772710635864,18.2353510036414,12.928092045,21.2511666436414,19.964995205,27.7410836336414,17.333548225,27.829769325,8.28608653635864
10.2818764236414,13.711612775,17.9840330336414,6.467741875,18.250119645,12.9428606863586,21.2511666436414,19.979778615,27.755852275,17.3483168663586,27.8297840936414,8.286101305
10.296645065,13.7263814163586,17.9840330336414,6.482525285,18.2501344136414,12.942875455,21.265935285,19.9945472563586,27.7558670436414,17.348331635,27.844552735,8.30086994635864
10.311428475,13.7263814163586,17.9840330336414,6.497308695,18.2501344136414,12.957658865,21.280718695,19.9945472563586,27.770635685,17.3631002763586,27.8445675036414,8.300884715
10.326211885,13.7263814163586,17.9840330336414,6.512092105,18.264903055,12.9724275063586,21.295502105,19.9945472563586,27.7706504536414,17.363115045,27.859336145,8.31565335635864
10.3262266536414,13.726396185,17.9840330336414,6.526875515,18.2649178236414,12.972442275,21.310285515,19.9945472563586,27.7706504536414,17.377898455,27.874119555,8.31565335635864
10.340995295,13.7411648263586,17.998801675,6.54164415635864,18.279686465,12.9872109163586,21.3103002836414,19.994562025,27.785419095,17.3926670963586,27.888902965,8.31565335635864
10.3410100636414,13.741179595,17.9988164436414,6.541658925,18.2797012336414,12.987225685,21.325068925,20.0093306663586,27.7854338636414,17.392681865,27.8889177336414,8.315668125
10.355778705,13.7559482363586,17.9988164436414,6.556442335,18.294469875,13.0019943263586,21.3250836936414,20.009345435,27.7854338636414,17.407465275,27.903686375,8.33043676635864
10.3557934736414,13.755963005,17.9988164436414,6.571225745,18.309253285,13.0019943263586,21.3250836936414,20.024128845,27.800202505,17.4222339163586,27.918469785,8.33043676635864
10.3557934736414,13.770746415,17.9988164436414,6.586009155,18.3092680536414,13.002009095,21.325068925,20.0241436136414,27.8002172736414,17.422248685,27.9184845536414,8.330451535
10.3557934736414,13.785529825,18.013585085,6.60077779635864,18.3092680536414,13.016792505,21.3103002836414,20.038912255,27.814985915,17.4370173263586,27.9184845536414,8.345234945
10.3557934736414,13.800313235,18.0135998536414,6.600792565,18.324036695,13.0315611463586,21.3103002836414,20.053695665,27.8150006836414,17.437032095,27.9184845536414,8.360018355
10.3557934736414,13.815096645,18.0135998536414,6.615575975,18.3240514636414,13.031575915,21.325068925,20.0684643063586,27.829769325,17.4518007363586,27.933253195,8.37478699635864
10.370562115,13.8298652863586,18.028368495,6.63034461635864,18.3240514636414,13.046359325,21.339852335,20.0684643063586,27.8297840936414,17.451815505,27.9332679636414,8.374801765
10.3705768836414,13.829880055,18.0283832636414,6.630359385,18.338820105,13.0611279663586,21.3398671036414,20.068479075,27.844552735,17.4665841463586,27.9332679636414,8.389585175
10.385345525,13.8446486963586,18.043151905,6.64512802635864,18.353603515,13.0611279663586,21.339852335,20.0684938436414,27.8445675036414,17.466598915,27.933253195,8.38959994364136
10.3853602936414,13.844663465,18.0431666736414,6.645142795,18.3536182836414,13.061142735,21.325068925,20.0684938436414,27.8445675036414,17.481382325,27.9184845536414,8.404368585
10.400128935,13.8594321063586,18.057935315,6.65991143635864,18.368386925,13.0759113763586,21.3103002836414,20.083262485,27.859336145,17.4961509663586,27.9184845536414,8.419151995
10.4001437036414,13.859446875,18.0579500836414,6.659926205,18.383170335,13.0759113763586,21.325068925,20.0980311263586,27.8593509136414,17.496165735,27.9184845536414,8.433935405
10.414912345,13.8742155163586,18.072718725,6.67469484635864,18.3831851036414,13.075926145,21.3250836936414,20.098045895,27.874119555,17.5109343763586,27.9184845536414,8.448718815
10.429695755,13.8742155163586,18.0727334936414,6.674709615,18.397953745,13.0906947863586,21.3250836936414,20.112829305,27.888902965,17.5109343763586,27.9184845536414,8.463502225
10.4297105236414,13.874230285,18.087502135,6.68947825635864,18.4127223863586,13.075926145,21.3250836936414,20.127612715,27.903686375,17.5109343763586,27.9184845536414,8.478285635
10.444479165,13.8889989263586,18.102285545,6.68947825635864,18.412737155,13.0759113763586,21.339852335,20.1423813563586,27.9037011436414,17.510949145,27.933253195,8.49305427635864
10.4444939336414,13.889013695,18.1023003136414,6.689493025,18.427520565,13.0759113763586,21.3398671036414,20.142396125,27.918469785,17.5257177863586,27.9332679636414,8.493069045
10.459262575,13.9037823363586,18.117068955,6.70426166635864,18.442303975,13.0759113763586,21.3398671036414,20.157179535,27.9184845536414,17.525732555,27.948036605,8.50783768635864
10.4592773436414,13.903797105,18.1170837236414,6.704276435,18.457087385,13.0759113763586,21.354635745,20.1719481763586,27.9184845536414,17.540515965,27.9628052463586,8.493069045
10.474045985,13.9185657463586,18.131852365,6.71904507635864,18.4718560263586,13.061142735,21.3546505136414,20.171962945,27.9184845536414,17.555299375,27.9628052463586,8.478285635
10.4740607536414,13.918580515,18.146635775,6.71904507635864,18.471870795,13.0611279663586,21.354635745,20.1719777136414,27.933253195,17.5700680163586,27.962820015,8.47827086635864
10.474045985,13.9185952836414,18.1466505436414,6.719059845,18.486654205,13.0611279663586,21.3398671036414,20.186746355,27.9332679636414,17.570082785,27.9628347836414,8.478285635
10.4592773436414,13.933363925,18.161419185,6.73382848635864,18.501437615,13.0611279663586,21.3398671036414,20.201529765,27.9332679636414,17.584866195,27.977603425,8.49305427635864
10.474045985,13.9481325663586,18.176202595,6.73382848635864,18.516221025,13.0611279663586,21.339852335,20.2015445336414,27.9332679636414,17.599649605,27.992386835,8.49305427635864
10.488829395,13.9481325663586,18.1762173636414,6.733843255,18.5162357936414,13.061142735,21.3250836936414,20.216313175,27.9332679636414,17.614433015,27.9924016036414,8.493069045
10.5035980363586,13.933363925,18.190986005,6.74861189635864,18.531004435,13.0759113763586,21.339852335,20.2310818163586,27.9332679636414,17.629216425,27.9924016036414,8.507852455
10.503612805,13.9333491563586,18.1910007736414,6.748626665,18.5310192036414,13.075926145,21.3398671036414,20.231096585,27.9332679636414,17.643999835,28.007170245,8.52262109635864
10.5036275736414,13.933363925,18.205769415,6.76339530635864,18.545787845,13.0906947863586,21.3398671036414,20.245879995,27.948036605,17.6587684763586,28.0071850136414,8.522635865
10.518396215,13.9481325663586,18.220552825,6.76339530635864,18.560571255,13.0906947863586,21.339852335,20.2458947636414,27.9480513736414,17.658783245,28.0071850136414,8.537419275
10.5184109836414,13.948147335,18.235336235,6.76339530635864,18.5753398963586,13.075926145,21.3250836936414,20.260663405,27.9480513736414,17.673566655,28.0071850136414,8.552202685
10.533179625,13.9629159763586,18.2501048763586,6.748626665,18.575354665,13.0759113763586,21.339852335,20.2754320463586,27.962820015,17.6883352963586,28.0071850136414,8.566986095
10.5331943936414,13.962930745,18.250119645,6.74861189635864,18.5901233063586,13.061142735,21.3398671036414,20.275446815,27.9628347836414,17.688350065,28.007170245,8.56700086364136
10.533179625,13.9629455136414,18.264903055,6.74861189635864,18.590138075,13.0611279663586,21.354635745,20.2902154563586,27.977603425,17.7031187063586,27.9924016036414,8.581769505
10.5184109836414,13.977714155,18.279686465,6.74861189635864,18.604921485,13.0611279663586,21.369419155,20.2902154563586,27.992386835,17.7031187063586,28.007170245,8.59653814635864
10.533179625,13.9924827963586,18.2944551063586,6.733843255,18.619704895,13.0611279663586,21.3694339236414,20.290230225,28.007170245,17.7031187063586,28.0071850136414,8.596552915
10.5331943936414,13.992497565,18.294469875,6.73382848635864,18.634488305,13.0611279663586,21.384202565,20.3049988663586,28.021953655,17.7031187063586,28.007170245,8.59656768364136
10.547963035,14.0072662063586,18.309253285,6.73382848635864,18.6345030736414,13.061142735,21.3989712063586,20.290230225,28.0219684236414,17.703133475,27.9924016036414,8.611336325
10.5479778036414,14.007280975,18.324036695,6.73382848635864,18.649271715,13.0759113763586,21.398985975,20.2902154563586,28.036737065,17.7179021163586,28.007170245,8.62610496635864
10.5479778036414,14.022064385,18.338820105,6.73382848635864,18.6492864836414,13.075926145,21.4137546163586,20.275446815,28.0367518336414,17.717916885,28.0071850136414,8.626119735
10.562746445,14.0368330263586,18.353603515,6.73382848635864,18.6492864836414,13.090709555,21.4137546163586,20.260663405,28.051520475,17.7326855263586,28.007170245,8.62613450364136
10.5627612136414,14.036847795,18.368386925,6.73382848635864,18.664055125,13.1054781963586,21.413769385,20.2606486363586,28.066303885,17.7326855263586,27.992386835,8.62613450364136
10.5627612136414,14.051631205,18.383170335,6.73382848635864,18.6640698936414,13.105492965,21.428552795,20.2606486363586,28.0663186536414,17.732700295,27.9923720663586,8.626119735
10.5627612136414,14.066414615,18.3979389763586,6.719059845,18.664055125,13.1055077336414,21.4285675636414,20.260663405,28.081087295,17.7474689363586,27.977603425,8.61135109364136
10.577529855,14.0811832563586,18.383170335,6.70429120364136,18.6492864836414,13.120276375,21.4285675636414,20.275446815,28.095870705,17.7474689363586,27.9775886563586,8.611336325
10.5775446236414,14.081198025,18.3831555663586,6.704276435,18.649271715,13.1202911436414,21.4285675636414,20.290230225,28.0958854736414,17.747483705,27.9775886563586,8.596552915
10.592313265,14.0959666663586,18.383170335,6.70426166635864,18.6345030736414,13.135059785,21.4285675636414,20.305013635,28.110654115,17.7622523463586,27.962820015,8.58178427364136
10.5923280336414,14.095981435,18.3979389763586,6.689493025,18.649271715,13.1498284263586,21.428552795,20.3050284036414,28.125437525,17.7622523463586,27.9480513736414,8.596552915
10.5923280336414,14.110764845,18.397953745,6.68947825635864,18.6492864836414,13.149843195,21.413769385,20.3050284036414,28.140220935,17.7622523463586,27.948036605,8.59656768364136
10.5923280336414,14.125548255,18.4127223863586,6.674709615,18.6492864836414,13.164626605,21.3990007436414,20.319797045,28.1402357036414,17.762267115,27.9480218363586,8.596552915
10.5923280336414,14.140331665,18.412737155,6.67469484635864,18.6492864836414,13.179410015,21.413769385,20.3345656863586,28.155004345,17.7770357563586,27.9480218363586,8.581769505
10.607096675,14.1551003063586,18.4275057963586,6.659926205,18.664055125,13.1941786563586,21.4137841536414,20.334580455,28.169787755,17.7770357563586,27.933253195,8.56700086364136
10.6071114436414,14.155115075,18.427520565,6.65991143635864,18.678838535,13.1941786563586,21.4137841536414,20.349363865,28.1698025236414,17.777050525,27.9184845536414,8.581769505
10.6071114436414,14.169898485,18.442303975,6.65991143635864,18.6788533036414,13.194193425,21.428552795,20.3641325063586,28.184571165,17.7918191663586,27.918469785,8.58178427364136
10.6071114436414,14.184681895,18.4423187436414,6.659926205,18.693621945,13.2089620663586,21.4285675636414,20.364147275,28.1845859336414,17.791833935,27.9037011436414,8.596552915
10.6071114436414,14.199465305,18.457087385,6.67469484635864,18.6936367136414,13.208976835,21.443336205,20.3789159163586,28.199354575,17.8066025763586,27.903686375,8.59656768364136
10.6071114436414,14.214248715,18.4718560263586,6.659926205,18.708405355,13.2237454763586,21.4433509736414,20.378930685,28.1993693436414,17.806617345,27.888902965,8.59656768364136
10.607096675,14.2142634836414,18.457087385,6.64515756364136,18.7231739963586,13.208976835,21.458119615,20.3936993263586,28.214137985,17.8213859863586,27.8741343236414,8.611336325
10.6070819063586,14.214248715,18.4570726163586,6.645142795,18.723188765,13.2089620663586,21.4581343836414,20.393714095,28.228921395,17.8213859863586,27.8741343236414,8.626119735
10.592313265,14.1994800736414,18.457087385,6.64512802635864,18.7232035336414,13.208976835,21.472903025,20.4084827363586,28.243704805,17.8213859863586,27.888902965,8.64088837635864
10.577529855,14.1994800736414,18.471870795,6.64512802635864,18.737972175,13.2237454763586,21.4729177936414,20.408497505,28.258488215,17.8213859863586,27.8889177336414,8.640903145
