"x1","y1","x2","y2","x3","y3","x4","y4","x5","y5","x6","y6","x7","y7","x8","y8","x9","y9","x10","y10","x11","y11","x12","y12","x13","y13","x14","y14"
10.533179625,17.7918487036414,11.227999895,9.48357228364136,11.346267175,26.7949453936414,13.475078215,4.30937878364136,17.954451445,20.5119961436414,21.058967545,21.9459869136414,21.147668005,27.4749822536414,22.123373065,13.1202911436414,23.365179505,8.61135109364136,23.424313145,1.17529586364136,24.015649545,22.7590744636414,27.578451355,18.7379869436414,28.672423695,11.7010837836414,30.609050405,14.9682173936414
10.5184109836414,17.806617345,11.2132312536414,9.498340925,11.3314985336414,26.809714035,13.4603095736414,4.324147425,17.9396828036414,20.526764785,21.0441989036414,21.960755555,21.1328993636414,27.489750895,22.1086044236414,13.135059785,23.3504108636414,8.626119735,23.4095445036414,1.190064505,24.0008809036414,22.773843105,27.5636827136414,18.752755585,28.6576550536414,11.715852425,30.5942817636414,14.982986035
10.5184109836414,17.821400755,11.2132312536414,9.513124335,11.346267175,26.8244826763586,13.475078215,4.33891606635864,17.954451445,20.5415334263586,21.0441989036414,21.975538965,21.147668005,27.5045195363586,22.1086044236414,13.149843195,23.365179505,8.64088837635864,23.4095445036414,1.204847915,24.015649545,22.7886117463586,27.578451355,18.7675242263586,28.6576550536414,11.730635835,30.5942817636414,14.997769445
10.533179625,17.8361693963586,11.2132312536414,9.527907745,11.3462819436414,26.824497445,13.489861625,4.33891606635864,17.9544662136414,20.541548195,21.058967545,21.9903076063586,21.1476827736414,27.504534305,22.123373065,13.1646118363586,23.3651942736414,8.640903145,23.4095445036414,1.219631325,24.030432955,22.7886117463586,27.5784661236414,18.767538995,28.6576550536414,11.745419245,30.5942817636414,15.012552855
10.5331943936414,17.836184165,11.227999895,9.54267638635864,11.3462819436414,26.839280855,13.504645035,4.33891606635864,17.9544662136414,20.556331605,21.0737361863586,21.975538965,21.1476827736414,27.519317715,22.1233878336414,13.164626605,23.365179505,8.64091791364136,23.4095445036414,1.234414735,24.0452015963586,22.773843105,27.578451355,18.7675537636414,28.6576550536414,11.760202655,30.5942817636414,15.027336265
10.5331943936414,17.850967575,11.2280146636414,9.542691155,11.346267175,26.8392956236414,13.519428445,4.33891606635864,17.9544662136414,20.571115015,21.0737361863586,21.960755555,21.1476827736414,27.534101125,22.123373065,13.1646413736414,23.3504108636414,8.655686555,23.4095445036414,1.249198145,24.045216365,22.7738283363586,27.5636827136414,18.782322405,28.6576550536414,11.774986065,30.5942817636414,15.042119675
10.5331943936414,17.865750985,11.242783305,9.55745979635864,11.3314985336414,26.854064265,13.534211855,4.33891606635864,17.9544662136414,20.585898425,21.073750955,21.9607407863586,21.162451415,27.5488697663586,22.1086044236414,13.179410015,23.3504108636414,8.670469965,23.4095445036414,1.263981555,24.0452311336414,22.773843105,27.578451355,18.7970910463586,28.6576550536414,11.789769475,30.609050405,15.0568883163586
10.533179625,17.8657657536414,11.2427980736414,9.557474565,11.346267175,26.8688329063586,13.5489804963586,4.324147425,17.969234855,20.6006670663586,21.0737657236414,21.960755555,21.1624661836414,27.548884535,22.123373065,13.1941786563586,23.3504108636414,8.685253375,23.4095445036414,1.278764965,24.0452311336414,22.788626515,27.5784661236414,18.797105815,28.6576550536414,11.804552885,30.6090651736414,15.056903085
10.5184109836414,17.880534395,11.257566715,9.57224320635864,11.3462819436414,26.868847675,13.548995265,4.32413265635864,17.9692496236414,20.600681835,21.088534365,21.9755241963586,21.1624661836414,27.563667945,22.1233878336414,13.194193425,23.3504108636414,8.700036785,23.4095445036414,1.293548375,24.0452311336414,22.803409925,27.578451355,18.7971205836414,28.6576550536414,11.819336295,30.6090651736414,15.071686495
10.533179625,17.8953030363586,11.2575814836414,9.572257975,11.3462819436414,26.883631085,13.563778675,4.32413265635864,17.9692496236414,20.615465245,21.0885491336414,21.975538965,21.1624661836414,27.578451355,22.123373065,13.1942081936414,23.365179505,8.71480542635864,23.4095445036414,1.308331785,24.0452311336414,22.818193335,27.5636827136414,18.811889225,28.6576550536414,11.834119705,30.6090651736414,15.086469905
10.5331943936414,17.895317805,11.272350125,9.58702661635864,11.3462819436414,26.898414495,13.578562085,4.32413265635864,17.984018265,20.6302338863586,21.0885491336414,21.990322375,21.162451415,27.5784661236414,22.1086044236414,13.208976835,23.3651942736414,8.714820195,23.4095445036414,1.323115195,24.059999775,22.8329619763586,27.5636827136414,18.826672635,28.672423695,11.8488883463586,30.6090651736414,15.101253315
10.5331943936414,17.910101215,11.2723648936414,9.587041385,11.3462819436414,26.913197905,13.593345495,4.32413265635864,17.998801675,20.6302338863586,21.103317775,22.0050910163586,21.1476827736414,27.593234765,22.123373065,13.2237454763586,23.365179505,8.71483496364136,23.4095445036414,1.337898605,24.0600145436414,22.832976745,27.578451355,18.8414412763586,28.6724384636414,11.848903115,30.623833815,15.1160219563586
10.5331943936414,17.924884625,11.287133535,9.60181002635864,11.3462819436414,26.927981315,13.6081141363586,4.309364015,18.0135703163586,20.615465245,21.1033325436414,22.005105785,21.1476827736414,27.608018175,22.1233878336414,13.223760245,23.3504108636414,8.729603605,23.4095445036414,1.352682015,24.0600145436414,22.847760155,27.5784661236414,18.841456045,28.6724384636414,11.863686525,30.6238485836414,15.116036725
10.5331943936414,17.939668035,11.301916945,9.60181002635864,11.3462819436414,26.942764725,13.608128905,4.30934924635864,18.013585085,20.6154504763586,21.103317775,22.0051205536414,21.1476827736414,27.622801585,22.1233878336414,13.238543655,23.365179505,8.74437224635864,23.424313145,1.36745065635864,24.074783185,22.8625287963586,27.5784661236414,18.856239455,28.687207105,11.8784551663586,30.6238485836414,15.130820135
10.547963035,17.9544366763586,11.3019317136414,9.601824795,11.3462819436414,26.957548135,13.622912315,4.30934924635864,18.028368495,20.6154504763586,21.0885491336414,22.019889195,21.1476827736414,27.637584995,22.1233878336414,13.253327065,23.3651942736414,8.744387015,23.4243279136414,1.367465425,24.089566595,22.8625287963586,27.5784661236414,18.871022865,28.6872218736414,11.878469935,30.638617225,15.1455887763586
10.5479778036414,17.954451445,11.316700355,9.61659343635864,11.3462819436414,26.972331545,13.6376809563586,4.294580605,18.0283832636414,20.615465245,21.0885491336414,22.034672605,21.1476827736414,27.652368405,22.1233878336414,13.268110475,23.3651942736414,8.759170425,23.4243279136414,1.382248835,24.0895813636414,22.862543565,27.593234765,18.8857915063586,28.6872218736414,11.893253345,30.6386319936414,15.145603545
10.5479778036414,17.969234855,11.331483765,9.61659343635864,11.361050585,26.9871001863586,13.637695725,4.29456583635864,18.043151905,20.6302338863586,21.0885491336414,22.049456015,21.1476827736414,27.667151815,22.1233878336414,13.282893885,23.379962915,8.77393906635864,23.4243279136414,1.397032245,24.0895813636414,22.877326975,27.5932495336414,18.885806275,28.701990515,11.9080219863586,30.638617225,15.1456183136414
10.562746445,17.9840034963586,11.346267175,9.61659343635864,11.3610653536414,26.987114955,13.652479135,4.29456583635864,18.0431666736414,20.630248655,21.0885491336414,22.064239425,21.1476827736414,27.681935225,22.1233878336414,13.297677295,23.3799776836414,8.773953835,23.4243279136414,1.411815655,24.104350005,22.8920956163586,27.608018175,18.9005749163586,28.7020052836414,11.908036755,30.6238485836414,15.160386955
10.5627612136414,17.984018265,11.361050585,9.61659343635864,11.3610653536414,27.001898365,13.6672477763586,4.279797195,18.057935315,20.6450172963586,21.0885491336414,22.079022835,21.1476827736414,27.696718635,22.1233878336414,13.312460705,23.379962915,8.77396860364136,23.439096555,1.42658429635864,24.1043647736414,22.892110385,27.6080329436414,18.900589685,28.7020052836414,11.922820165,30.6238485836414,15.175170365
10.577529855,17.9987869063586,11.3610653536414,9.616608205,11.375833995,27.0166670063586,13.667262545,4.27978242635864,18.0579500836414,20.645032065,21.0885491336414,22.093806245,21.1476827736414,27.711502045,22.1233878336414,13.327244115,23.3651942736414,8.788737245,23.4391113236414,1.426599065,24.119133415,22.9068790263586,27.6080329436414,18.915373095,28.716773925,11.9375888063586,30.638617225,15.1899390063586
10.592313265,17.9987869063586,11.375833995,9.63137684635864,11.3758487636414,27.016681775,13.6820311863586,4.265013785,18.072718725,20.6598007063586,21.103317775,22.1085748863586,21.1476827736414,27.726285455,22.1233878336414,13.342027525,23.365179505,8.78875201364136,23.4391113236414,1.441382475,24.1191481836414,22.906893795,27.622801585,18.9301417363586,28.7167886936414,11.937603575,30.6386319936414,15.189953775
10.607096675,17.9987869063586,11.390617405,9.63137684635864,11.3758487636414,27.031465185,13.682045955,4.26499901635864,18.087502135,20.6598007063586,21.118101185,22.1085748863586,21.1476827736414,27.741068865,22.1233878336414,13.356810935,23.3504108636414,8.803520655,23.453879965,1.45615111635864,24.133916825,22.9216624363586,27.6228163536414,18.930156505,28.731557335,11.9523722163586,30.6386319936414,15.204737185
10.6218653163586,17.984018265,11.3906321736414,9.631391615,11.3758487636414,27.046248595,13.696829365,4.26499901635864,18.102285545,20.6598007063586,21.132884595,22.1085748863586,21.1476827736414,27.755852275,22.1233878336414,13.371594345,23.365179505,8.81828929635864,23.4538947336414,1.456165885,24.1339315936414,22.921677205,27.6228163536414,18.944939915,28.7315721036414,11.952386985,30.6386319936414,15.219520595
10.621880085,17.9840034963586,11.405400815,9.64616025635864,11.390617405,27.0610172363586,13.7115980063586,4.250230375,18.117068955,20.6598007063586,21.147668005,22.1085748863586,21.1476827736414,27.770635685,22.1233878336414,13.386377755,23.3651942736414,8.818304065,23.4538947336414,1.470949295,24.1339315936414,22.936460615,27.637584995,18.9597085563586,28.7315721036414,11.967170395,30.6386319936414,15.234304005
10.6218948536414,17.984018265,11.420184225,9.64616025635864,11.3906321736414,27.061032005,13.711612775,4.25021560635864,18.1170837236414,20.659815475,21.1624366463586,22.093806245,21.1476827736414,27.785419095,22.138156475,13.4011463963586,23.3651942736414,8.833087475,23.468663375,1.48571793635864,24.133916825,22.9364753836414,27.6375997636414,18.959723325,28.746340745,11.9819390363586,30.6386319936414,15.249087415
10.636663495,17.9987869063586,11.434967635,9.64616025635864,11.405400815,27.0758006463586,13.726396185,4.25021560635864,18.1170837236414,20.674598885,21.1624366463586,22.079022835,21.1476827736414,27.800202505,22.1381712436414,13.401161165,23.365179505,8.83310224364136,23.4686781436414,1.485732705,24.1191481836414,22.951244025,27.6375997636414,18.974506735,28.7463555136414,11.981953805,30.653400635,15.2638560563586
