"area(mm2)","perimetro(mm)","Umbral.Otsu","1.pix(mm)","area.umbral(mm2)","per.umbral(mm)","int.max","area.min(mm2)","per.min(mm)","pixsd"
1.96698427525885,5.42422797024838,191.488195416549,0.01478341,0.64,2.4,255,0.969984606702458,3.68870043560326,0.000230982388660756
1.04789456220667,3.85026732100264,NA,NA,NA,NA,NA,NA,NA,NA
1.48935567232228,4.60798854644655,NA,NA,NA,NA,NA,NA,NA,NA
1.50858756624903,4.61306141076607,NA,NA,NA,NA,NA,NA,NA,NA
1.30315567430785,4.30514623292582,NA,NA,NA,NA,NA,NA,NA,NA
1.70451234917112,4.91738953184594,NA,NA,NA,NA,NA,NA,NA,NA
1.03369061012214,3.79323493020386,NA,NA,NA,NA,NA,NA,NA,NA
0.972387774703322,3.73558709776301,NA,NA,NA,NA,NA,NA,NA,NA
1.47351019951626,4.57273342048497,NA,NA,NA,NA,NA,NA,NA,NA
1.46597178004352,4.5855958399673,NA,NA,NA,NA,NA,NA,NA,NA
1.44575575967426,4.49627993832521,NA,NA,NA,NA,NA,NA,NA,NA
1.40117259390637,4.43714629832521,NA,NA,NA,NA,NA,NA,NA,NA
1.31812607694631,4.31380615400571,NA,NA,NA,NA,NA,NA,NA,NA
1.55819736387515,4.69668900644657,NA,NA,NA,NA,NA,NA,NA,NA
1.64528769623492,4.83079032104716,NA,NA,NA,NA,NA,NA,NA,NA
1.39144737233739,4.48972126644655,NA,NA,NA,NA,NA,NA,NA,NA
1.32708615794534,4.31887901832522,NA,NA,NA,NA,NA,NA,NA,NA
1.56945111993877,4.70832054264472,NA,NA,NA,NA,NA,NA,NA,NA
1.53743475214716,4.73850280428681,NA,NA,NA,NA,NA,NA,NA,NA
1.02494689502772,3.80127940964166,NA,NA,NA,NA,NA,NA,NA,NA
1.19005885913459,4.07517034480448,NA,NA,NA,NA,NA,NA,NA,NA
1.33397067642969,4.33471305292583,NA,NA,NA,NA,NA,NA,NA,NA
1.07466662225145,3.87117421992278,NA,NA,NA,NA,NA,NA,NA,NA
1.02756948556246,3.81352638748191,NA,NA,NA,NA,NA,NA,NA,NA
1.03358024386322,3.86102849128374,NA,NA,NA,NA,NA,NA,NA,NA
1.51011828405027,4.62740963780753,NA,NA,NA,NA,NA,NA,NA,NA
0.969984606702458,3.68870043560326,NA,NA,NA,NA,NA,NA,NA,NA
1.47329208696635,4.5799075340057,NA,NA,NA,NA,NA,NA,NA,NA
1.28053517595376,4.26989110696423,NA,NA,NA,NA,NA,NA,NA,NA
1.39680248300446,4.46374150320693,NA,NA,NA,NA,NA,NA,NA,NA
1.26097436655685,4.27137691452339,NA,NA,NA,NA,NA,NA,NA,NA
1.47995630959417,4.67726791508557,NA,NA,NA,NA,NA,NA,NA,NA
1.10646444083183,3.92672080316241,NA,NA,NA,NA,NA,NA,NA,NA
1.14940826918484,4.03125529776302,NA,NA,NA,NA,NA,NA,NA,NA
1.23190950477014,4.16028374804411,NA,NA,NA,NA,NA,NA,NA,NA
1.25507659448297,4.18687895292582,NA,NA,NA,NA,NA,NA,NA,NA
1.31342705057425,4.31021909724534,NA,NA,NA,NA,NA,NA,NA,NA
1.32544638386914,4.30811784804412,NA,NA,NA,NA,NA,NA,NA,NA
1.28228356964358,4.25764412912399,NA,NA,NA,NA,NA,NA,NA,NA
1.00866694376719,3.77232803128375,NA,NA,NA,NA,NA,NA,NA,NA
1.23311174376256,4.15162382696423,NA,NA,NA,NA,NA,NA,NA,NA
1.62354270470971,4.80481055780753,NA,NA,NA,NA,NA,NA,NA,NA
1.14645894648657,4.00020267020386,NA,NA,NA,NA,NA,NA,NA,NA
1.33866839281779,4.36576568048499,NA,NA,NA,NA,NA,NA,NA,NA
1.32817846734016,4.33619886048499,NA,NA,NA,NA,NA,NA,NA,NA
1.22065400206123,4.16894366912399,NA,NA,NA,NA,NA,NA,NA,NA
1.41013180158276,4.46461186912401,NA,NA,NA,NA,NA,NA,NA,NA
1.50017232996344,4.65636101616546,NA,NA,NA,NA,NA,NA,NA,NA
1.54989249384849,4.65994807292582,NA,NA,NA,NA,NA,NA,NA,NA
