"x1","y1","x2","y2","x3","y3","x4","y4","x5","y5","x6","y6","x7","y7","x8","y8","x9","y9","x10","y10","x11","y11","x12","y12","x13","y13","x14","y14","x15","y15","x16","y16","x17","y17","x18","y18","x19","y19","x20","y20","x21","y21","x22","y22","x23","y23","x24","y24","x25","y25"
6.098156625,25.9079407936414,7.132995325,9.18790408364136,7.206912375,2.52058617364136,9.350506825,23.6608624736414,9.675741845,18.1910007736414,10.577529855,11.0506137436414,13.593345495,17.1413786636414,14.524700325,3.93979353364136,15.766506765,26.1740421736414,16.165658835,28.8202725636414,16.830912285,20.2458947636414,17.244847765,8.90701929364136,19.137124245,0.879627663641359,22.492958315,13.2089916036414,22.640792415,27.3862817936414,22.936460615,17.3779132236414,23.808681805,21.2659500536414,24.887870735,2.06230046364136,27.415833845,11.0506137436414,27.918469785,20.0684938436414,28.554156415,4.54591334364136,32.338709375,15.5152035636414,36.182395975,26.1740421736414,36.537197815,10.5331943936414,41.578340625,21.2511666436414
6.08338798364136,25.922709435,7.11822668364136,9.202672725,7.19214373364136,2.535354815,9.33573818364136,23.675631115,9.66097320364136,18.205769415,10.5627612136414,11.065382385,13.5785768536414,17.156147305,14.5099316836414,3.954562175,15.7517381236414,26.188810815,16.1508901936414,28.835041205,16.8161436436414,20.260663405,17.2300791236414,8.921787935,19.1223556036414,0.894396305,22.4781896736414,13.223760245,22.6260237736414,27.401050435,22.9216919736414,17.392681865,23.7939131636414,21.280718695,24.8731020936414,2.077069105,27.4010652036414,11.065382385,27.9037011436414,20.083262485,28.5393877736414,4.560681985,32.3239407336414,15.529972205,36.1676273336414,26.188810815,36.5224291736414,10.547963035,41.5635719836414,21.265935285
6.08338798364136,25.937492845,7.132995325,9.21744136635864,7.19214373364136,2.550138225,9.33573818364136,23.690414525,9.66097320364136,18.220552825,10.5627612136414,11.080165795,13.5785768536414,17.170930715,14.5099316836414,3.969345585,15.7517381236414,26.203594225,16.1508901936414,28.849824615,16.8161436436414,20.275446815,17.2300791236414,8.936571345,19.1223556036414,0.909179715,22.4781896736414,13.238543655,22.6260237736414,27.415833845,22.9216919736414,17.407465275,23.7939131636414,21.295502105,24.8731020936414,2.091852515,27.4010652036414,11.080165795,27.9037011436414,20.098045895,28.5393877736414,4.575465395,32.3239407336414,15.544755615,36.182395975,26.2035794563586,36.5224291736414,10.562746445,41.578340625,21.2807039263586
6.08338798364136,25.952276255,7.13301009364136,9.217456135,7.19214373364136,2.564921635,9.33573818364136,23.705197935,9.66097320364136,18.235336235,10.5627612136414,11.094949205,13.5785768536414,17.185714125,14.5099316836414,3.984128995,15.7517381236414,26.218377635,16.1508901936414,28.864608025,16.8161436436414,20.290230225,17.2300791236414,8.951354755,19.137124245,0.923948356358641,22.4781896736414,13.253327065,22.6260237736414,27.430617255,22.9216919736414,17.422248685,23.7939131636414,21.310285515,24.8731020936414,2.106635925,27.4010652036414,11.094949205,27.9037011436414,20.112829305,28.5393877736414,4.590248805,32.3239407336414,15.559539025,36.1824107436414,26.203594225,36.5224291736414,10.577529855,41.5783553936414,21.280718695
6.08338798364136,25.967059665,7.13301009364136,9.232239545,7.19214373364136,2.579705045,9.33573818364136,23.719981345,9.675741845,18.2501048763586,10.5627612136414,11.109732615,13.5785768536414,17.200497535,14.5099316836414,3.998912405,15.7517381236414,26.233161045,16.1508901936414,28.879391435,16.8161436436414,20.305013635,17.2300791236414,8.966138165,19.1371390136414,0.923963125,22.4781896736414,13.268110475,22.640792415,27.4453858963586,22.9216919736414,17.437032095,23.7939131636414,21.325068925,24.8731020936414,2.121419335,27.4010652036414,11.109732615,27.9037011436414,20.127612715,28.5393877736414,4.605032215,32.3239407336414,15.574322435,36.1824107436414,26.218377635,36.5224291736414,10.592313265,41.5783553936414,21.295502105
6.08338798364136,25.981843075,7.13301009364136,9.247022955,7.19214373364136,2.594488455,9.33573818364136,23.734764755,9.67575661364136,18.250119645,10.5627612136414,11.124516025,13.5785768536414,17.215280945,14.5099316836414,4.013695815,15.766506765,26.2479296863586,16.165658835,28.8941600763586,16.8161436436414,20.319797045,17.2300791236414,8.980921575,19.1371390136414,0.938746535,22.4781896736414,13.282893885,22.6408071836414,27.445400665,22.9216919736414,17.451815505,23.7939131636414,21.339852335,24.8731020936414,2.136202745,27.4010652036414,11.124516025,27.9037011436414,20.142396125,28.5393877736414,4.619815625,32.3239407336414,15.589105845,36.1824107436414,26.233161045,36.5224291736414,10.607096675,41.5783553936414,21.310285515
6.08338798364136,25.996626485,7.13301009364136,9.261806365,7.19214373364136,2.609271865,9.33573818364136,23.749548165,9.67575661364136,18.264903055,10.5627612136414,11.139299435,13.5785768536414,17.230064355,14.5099316836414,4.028479225,15.7665215336414,26.247944455,16.1656736036414,28.894174845,16.8161436436414,20.334580455,17.2300791236414,8.995704985,19.1371390136414,0.953529945,22.4781896736414,13.297677295,22.640792415,27.4454154336414,22.9216919736414,17.466598915,23.7939131636414,21.354635745,24.8731020936414,2.150986155,27.4010652036414,11.139299435,27.9037011436414,20.157179535,28.5393877736414,4.634599035,32.3239407336414,15.603889255,36.1824107436414,26.247944455,36.5224291736414,10.621880085,41.5783553936414,21.325068925
6.08338798364136,26.011409895,7.13301009364136,9.276589775,7.19214373364136,2.624055275,9.33573818364136,23.764331575,9.67575661364136,18.279686465,10.577529855,11.1540680763586,13.5785768536414,17.244847765,14.524700325,4.04324786635864,15.7665215336414,26.262727865,16.1656736036414,28.908958255,16.8161436436414,20.349363865,17.2300791236414,9.010488395,19.1371390136414,0.968313355,22.4781896736414,13.312460705,22.6260237736414,27.460184075,22.9216919736414,17.481382325,23.808681805,21.3694043863586,24.8731020936414,2.165769565,27.4010652036414,11.154082845,27.9037011436414,20.171962945,28.5393877736414,4.649382445,32.3239407336414,15.618672665,36.1824107436414,26.262727865,36.5224291736414,10.636663495,41.5783553936414,21.339852335
6.08338798364136,26.026193305,7.147778735,9.29135841635864,7.19214373364136,2.638838685,9.33573818364136,23.779114985,9.67575661364136,18.294469875,10.5775446236414,11.154082845,13.5785768536414,17.259631175,14.5247150936414,4.043262635,15.7665215336414,26.277511275,16.1656736036414,28.923741665,16.8161436436414,20.364147275,17.2300791236414,9.025271805,19.137124245,0.968328123641359,22.4781896736414,13.327244115,22.6260237736414,27.474967485,22.9216919736414,17.496165735,23.8086965736414,21.369419155,24.8731020936414,2.180552975,27.4010652036414,11.168866255,27.9037011436414,20.186746355,28.5393877736414,4.664165855,32.3239407336414,15.633456075,36.1824107436414,26.277511275,36.5224291736414,10.651446905,41.5783553936414,21.354635745
6.08338798364136,26.040976715,7.14779350364136,9.291373185,7.19214373364136,2.653622095,9.33573818364136,23.793898395,9.67575661364136,18.309253285,10.5775446236414,11.168866255,13.5785768536414,17.274414585,14.5247150936414,4.058046045,15.7665215336414,26.292294685,16.1656736036414,28.938525075,16.8161436436414,20.378930685,17.2300791236414,9.040055215,19.1223556036414,0.983096765,22.4781896736414,13.342027525,22.640792415,27.4897361263586,22.9216919736414,17.510949145,23.8086965736414,21.384202565,24.8731020936414,2.195336385,27.4010652036414,11.183649665,27.9037011436414,20.201529765,28.5393877736414,4.678949265,32.3239407336414,15.648239485,36.197179385,26.2922799163586,36.5224291736414,10.666230315,41.5783553936414,21.369419155
