"x1","y1","x2","y2","x3","y3","x4","y4","x5","y5","x6","y6","x7","y7","x8","y8","x9","y9","x10","y10","x11","y11","x12","y12","x13","y13","x14","y14","x15","y15","x16","y16","x17","y17","x18","y18","x19","y19","x20","y20","x21","y21","x22","y22","x23","y23","x24","y24","x25","y25","x26","y26","x27","y27","x28","y28","x29","y29","x30","y30","x31","y31","x32","y32","x33","y33","x34","y34","x35","y35","x36","y36","x37","y37","x38","y38","x39","y39"
12.780257945,17.7179316536414,13.179410015,11.6863003736414,14.495133505,14.8943003436414,15.500405385,8.86266906364136,15.766506765,19.3736735736414,15.825640405,21.5911850736414,17.097013665,13.4159593436414,17.200497535,17.1413786636414,18.072718725,4.07284422364136,18.797105815,9.15833726364136,19.004073555,19.2701897036414,20.038912255,22.8625583336414,20.216313175,13.2976920636414,20.334580455,7.76869672364136,20.704165705,10.3705768836414,20.999833905,16.8161436436414,22.256423755,21.4433509736414,22.581658775,19.1223556036414,22.640792415,3.12670598364136,22.847760155,14.3177473536414,23.246912225,6.54167369364136,24.237400695,22.8921251536414,24.370451385,16.9491943336414,25.094838475,10.8879962336414,25.183538935,14.4803648636414,25.198322345,18.8414708136414,26.129677175,5.46248476364136,26.543612655,21.5172680236414,28.081087295,14.3177473536414,28.125437525,7.96088105364136,28.568939825,10.9175630536414,28.938525075,19.3145399336414,29.293326915,17.1413786636414,29.914230135,22.2120882936414,30.549916765,13.4898763936414,31.052552705,15.8256551736414,31.244737035,5.90598706364136,31.496055005,20.4085122736414,31.732589565,10.3410100636414
12.7654893036414,17.732700295,13.1646413736414,11.701069015,14.4803648636414,14.909068985,15.4856367436414,8.877437705,15.7517381236414,19.388442215,15.8108717636414,21.605953715,17.0822450236414,13.430727985,17.1857288936414,17.156147305,18.0579500836414,4.087612865,18.7823371736414,9.173105905,18.9893049136414,19.284958345,20.0241436136414,22.877326975,20.2015445336414,13.312460705,20.3198118136414,7.783465365,20.6893970636414,10.385345525,20.9850652636414,16.830912285,22.2416551136414,21.458119615,22.5668901336414,19.137124245,22.6260237736414,3.141474625,22.8329915136414,14.332515995,23.2321435836414,6.556442335,24.2226320536414,22.906893795,24.3556827436414,16.963962975,25.0800698336414,10.902764875,25.1687702936414,14.495133505,25.1835537036414,18.856239455,26.1149085336414,5.477253405,26.5288440136414,21.532036665,28.0663186536414,14.332515995,28.1106688836414,7.975649695,28.5541711836414,10.932331695,28.9237564336414,19.329308575,29.2785582736414,17.156147305,29.8994614936414,22.226856935,30.5351481236414,13.504645035,31.0377840636414,15.840423815,31.2299683936414,5.920755705,31.4812863636414,20.423280915,31.7178209236414,10.355778705
12.7654893036414,17.747483705,13.1646413736414,11.715852425,14.4803648636414,14.923852395,15.4856367436414,8.892221115,15.766506765,19.4032108563586,15.8108717636414,21.620737125,17.0822450236414,13.445511395,17.1857288936414,17.170930715,18.0579500836414,4.102396275,18.7823371736414,9.187889315,18.9893049136414,19.299741755,20.0241436136414,22.892110385,20.2015445336414,13.327244115,20.3198118136414,7.798248775,20.6893970636414,10.400128935,20.999833905,16.8456809263586,22.256423755,21.4728882563586,22.5668901336414,19.151907655,22.6260237736414,3.156258035,22.847760155,14.3472846363586,23.2321435836414,6.571225745,24.2226320536414,22.921677205,24.3556827436414,16.978746385,25.094838475,10.9175335163586,25.1687702936414,14.509916915,25.1835537036414,18.871022865,26.1149085336414,5.492036815,26.5288440136414,21.546820075,28.0663186536414,14.347299405,28.1106688836414,7.990433105,28.5541711836414,10.947115105,28.9237564336414,19.344091985,29.2785582736414,17.170930715,29.8994614936414,22.241640345,30.5351481236414,13.519428445,31.0377840636414,15.855207225,31.2299683936414,5.935539115,31.4812863636414,20.438064325,31.732589565,10.3705473463586
12.7654893036414,17.762267115,13.1646413736414,11.730635835,14.4803648636414,14.938635805,15.4856367436414,8.907004525,15.7665215336414,19.403225625,15.8108717636414,21.635520535,17.0822450236414,13.460294805,17.1857288936414,17.185714125,18.0579500836414,4.117179685,18.7823371736414,9.202672725,18.9893049136414,19.314525165,20.0241436136414,22.906893795,20.2015445336414,13.342027525,20.3198118136414,7.813032185,20.6893970636414,10.414912345,20.9998486736414,16.845695695,22.2564385236414,21.472903025,22.5668901336414,19.166691065,22.6260237736414,3.171041445,22.8477749236414,14.347299405,23.2321435836414,6.586009155,24.2226320536414,22.936460615,24.3556827436414,16.993529795,25.0948532436414,10.917548285,25.1687702936414,14.524700325,25.1835537036414,18.885806275,26.1149085336414,5.506820225,26.5288440136414,21.561603485,28.0663186536414,14.362082815,28.1106688836414,8.005216515,28.5541711836414,10.961898515,28.9237564336414,19.358875395,29.2785582736414,17.185714125,29.8994614936414,22.256423755,30.5351481236414,13.534211855,31.0377840636414,15.869990635,31.2299683936414,5.950322525,31.4812863636414,20.452847735,31.7326043336414,10.370562115
12.7654893036414,17.777050525,13.1646413736414,11.745419245,14.4803648636414,14.953419215,15.4856367436414,8.921787935,15.7665215336414,19.418009035,15.8108717636414,21.650303945,17.0822450236414,13.475078215,17.1857288936414,17.200497535,18.0579500836414,4.131963095,18.7823371736414,9.217456135,18.9893049136414,19.329308575,20.0241436136414,22.921677205,20.2015445336414,13.356810935,20.3198118136414,7.827815595,20.6893970636414,10.429695755,20.9998486736414,16.860479105,22.2564385236414,21.487686435,22.5668901336414,19.181474475,22.6260237736414,3.185824855,22.847760155,14.3473141736414,23.2321435836414,6.600792565,24.2226320536414,22.951244025,24.3556827436414,17.008313205,25.0948532436414,10.932331695,25.1687702936414,14.539483735,25.1835537036414,18.900589685,26.1149085336414,5.521603635,26.5288440136414,21.576386895,28.0663186536414,14.376866225,28.125437525,8.01998515635864,28.5541711836414,10.976681925,28.9237564336414,19.373658805,29.2785582736414,17.200497535,29.8994614936414,22.271207165,30.5351481236414,13.548995265,31.0377840636414,15.884774045,31.2299683936414,5.965105935,31.4812863636414,20.467631145,31.7326043336414,10.385345525
12.7654893036414,17.791833935,13.1646413736414,11.760202655,14.4803648636414,14.968202625,15.4856367436414,8.936571345,15.766506765,19.4180238036414,15.8108717636414,21.665087355,17.0822450236414,13.489861625,17.1857288936414,17.215280945,18.0579500836414,4.146746505,18.7823371736414,9.232239545,18.9893049136414,19.344091985,20.038912255,22.9364458463586,20.2015445336414,13.371594345,20.3198118136414,7.842599005,20.6893970636414,10.444479165,20.9998486736414,16.875262515,22.2564385236414,21.502469845,22.5668901336414,19.196257885,22.6260237736414,3.200608265,22.8329915136414,14.362082815,23.2321435836414,6.615575975,24.2226320536414,22.966027435,24.3556827436414,17.023096615,25.0948532436414,10.947115105,25.1687702936414,14.554267145,25.1835537036414,18.915373095,26.1149085336414,5.536387045,26.5288440136414,21.591170305,28.0663186536414,14.391649635,28.1254522936414,8.019999925,28.5541711836414,10.991465335,28.9237564336414,19.388442215,29.2785582736414,17.215280945,29.8994614936414,22.285990575,30.5351481236414,13.563778675,31.0377840636414,15.899557455,31.2299683936414,5.979889345,31.4812863636414,20.482414555,31.732589565,10.3853602936414
12.7654893036414,17.806617345,13.1646413736414,11.774986065,14.4803648636414,14.982986035,15.4856367436414,8.951354755,15.7517381236414,19.432792445,15.8108717636414,21.679870765,17.0822450236414,13.504645035,17.200497535,17.2300495863586,18.0579500836414,4.161529915,18.7823371736414,9.247022955,18.9893049136414,19.358875395,20.0389270236414,22.936460615,20.2015445336414,13.386377755,20.3198118136414,7.857382415,20.6893970636414,10.459262575,20.9998486736414,16.890045925,22.256423755,21.5024846136414,22.5668901336414,19.211041295,22.6260237736414,3.215391675,22.8329915136414,14.376866225,23.2321435836414,6.630359385,24.2226320536414,22.980810845,24.3556827436414,17.037880025,25.0948532436414,10.961898515,25.1687702936414,14.569050555,25.1835537036414,18.930156505,26.1149085336414,5.551170455,26.5288440136414,21.605953715,28.0663186536414,14.406433045,28.1254522936414,8.034783335,28.5541711836414,11.006248745,28.9237564336414,19.403225625,29.2785582736414,17.230064355,29.8994614936414,22.300773985,30.549916765,13.5785473163586,31.0377840636414,15.914340865,31.2299683936414,5.994672755,31.4812863636414,20.497197965,31.7178209236414,10.400128935
12.7654893036414,17.821400755,13.1646413736414,11.789769475,14.4803648636414,14.997769445,15.4856367436414,8.966138165,15.7517381236414,19.447575855,15.825640405,21.6946394063586,17.0822450236414,13.519428445,17.2005123036414,17.230064355,18.0579500836414,4.176313325,18.7823371736414,9.261806365,18.9893049136414,19.373658805,20.038912255,22.9364753836414,20.2015445336414,13.401161165,20.3198118136414,7.872165825,20.6893970636414,10.474045985,20.9998486736414,16.904829335,22.2416551136414,21.517253255,22.5668901336414,19.225824705,22.6260237736414,3.230175085,22.847760155,14.3916348663586,23.2321435836414,6.645142795,24.2226320536414,22.995594255,24.3556827436414,17.052663435,25.0948532436414,10.976681925,25.1687702936414,14.583833965,25.1835537036414,18.944939915,26.1149085336414,5.565953865,26.5288440136414,21.620737125,28.0663186536414,14.421216455,28.1254522936414,8.049566745,28.5541711836414,11.021032155,28.9237564336414,19.418009035,29.2785582736414,17.244847765,29.8994614936414,22.315557395,30.5499315336414,13.578562085,31.0377840636414,15.929124275,31.2299683936414,6.009456165,31.4812863636414,20.511981375,31.732589565,10.4148975763586
12.7654893036414,17.836184165,13.1646413736414,11.804552885,14.4803648636414,15.012552855,15.4856367436414,8.980921575,15.7517381236414,19.462359265,15.8256551736414,21.694654175,17.0822450236414,13.534211855,17.2005123036414,17.244847765,18.0579500836414,4.191096735,18.7823371736414,9.276589775,18.9893049136414,19.388442215,20.0241436136414,22.951244025,20.2015445336414,13.415944575,20.3198118136414,7.886949235,20.6893970636414,10.488829395,20.9998486736414,16.919612745,22.256423755,21.5320218963586,22.5668901336414,19.240608115,22.6260237736414,3.244958495,22.8477749236414,14.391649635,23.2321435836414,6.659926205,24.2226320536414,23.010377665,24.3556827436414,17.067446845,25.0948532436414,10.991465335,25.183538935,14.5986026063586,25.1835537036414,18.959723325,26.1149085336414,5.580737275,26.5288440136414,21.635520535,28.0663186536414,14.435999865,28.1254522936414,8.064350155,28.5541711836414,11.035815565,28.9237564336414,19.432792445,29.2785582736414,17.259631175,29.8994614936414,22.330340805,30.5499315336414,13.593345495,31.0377840636414,15.943907685,31.2299683936414,6.024239575,31.4812863636414,20.526764785,31.7326043336414,10.414912345
12.780257945,17.8509528063586,13.1646413736414,11.819336295,14.4803648636414,15.027336265,15.4856367436414,8.995704985,15.7517381236414,19.477142675,15.825640405,21.6946689436414,17.0822450236414,13.548995265,17.2005123036414,17.259631175,18.0579500836414,4.205880145,18.7823371736414,9.291373185,18.9893049136414,19.403225625,20.038912255,22.9660126663586,20.2015445336414,13.430727985,20.3198118136414,7.901732645,20.6893970636414,10.503612805,20.9998486736414,16.934396155,22.2564385236414,21.532036665,22.5668901336414,19.255391525,22.6260237736414,3.259741905,22.8477749236414,14.406433045,23.2321435836414,6.674709615,24.2226320536414,23.025161075,24.3556827436414,17.082230255,25.0948532436414,11.006248745,25.1835537036414,14.598617375,25.1835537036414,18.974506735,26.1149085336414,5.595520685,26.5288440136414,21.650303945,28.0663186536414,14.450783275,28.1254522936414,8.079133565,28.5541711836414,11.050598975,28.9237564336414,19.447575855,29.2785582736414,17.274414585,29.8994614936414,22.345124215,30.5499315336414,13.608128905,31.0377840636414,15.958691095,31.2299683936414,6.039022985,31.4812863636414,20.541548195,31.7326043336414,10.429695755
