"x1","y1","x2","y2","x3","y3","x4","y4","x5","y5","x6","y6","x7","y7","x8","y8","x9","y9","x10","y10","x11","y11","x12","y12","x13","y13","x14","y14","x15","y15","x16","y16","x17","y17","x18","y18"
6.083373215,19.2406228836414,6.393824825,8.49308381364136,9.513124335,5.75815296364136,10.917548285,21.6946689436414,11.508884685,10.0601252736414,13.105492965,27.1497472336414,14.273382355,3.28932349364136,15.914340865,17.2596459436414,20.142396125,6.08338798364136,20.393714095,21.8425030436414,20.556331605,14.7760330636414,20.985050495,1.58923134364136,24.666119585,13.1646413736414,25.508773955,29.1011573536414,27.711502045,22.2564385236414,29.411594195,11.6863003736414,31.244737035,15.7960883536414,31.569972055,3.83630966364136
6.06860457364136,19.255391525,6.37905618364136,8.507852455,9.49835569364136,5.772921605,10.9027796436414,21.709437585,11.4941160436414,10.074893915,13.0907243236414,27.164515875,14.2586137136414,3.304092135,15.8995722236414,17.274414585,20.1276274836414,6.098156625,20.3789454536414,21.857271685,20.5415629636414,14.790801705,20.9702818536414,1.603999985,24.6513509436414,13.179410015,25.4940053136414,29.115925995,27.6967334036414,22.271207165,29.3968255536414,11.701069015,31.2299683936414,15.810856995,31.5552034136414,3.851078305
6.06860457364136,19.270174935,6.37905618364136,8.522635865,9.49835569364136,5.787705015,10.9027796436414,21.724220995,11.508884685,10.0896625563586,13.0907243236414,27.179299285,14.273382355,3.31886077635864,15.8995722236414,17.289197995,20.1276274836414,6.112940035,20.3789454536414,21.872055095,20.556331605,14.8055703463586,20.9702818536414,1.618783395,24.6513509436414,13.194193425,25.4940053136414,29.130709405,27.711502045,22.2859758063586,29.3968255536414,11.715852425,31.2299683936414,15.825640405,31.5552034136414,3.865861715
6.06860457364136,19.284958345,6.393824825,8.53740450635864,9.49835569364136,5.802488425,10.9027796436414,21.739004405,11.5088994536414,10.089677325,13.105492965,27.1940679263586,14.288165765,3.31886077635864,15.8995722236414,17.303981405,20.1276274836414,6.127723445,20.393714095,21.8868237363586,20.5563463736414,14.805585115,20.9702818536414,1.633566805,24.6513509436414,13.208976835,25.4940053136414,29.145492815,27.726285455,22.2859758063586,29.3968255536414,11.730635835,31.244737035,15.8404090463586,31.5552034136414,3.880645125
6.06860457364136,19.299741755,6.39383959364136,8.537419275,9.513124335,5.81725706635864,10.917548285,21.7537730463586,11.523668095,10.1044459663586,13.1055077336414,27.194082695,14.302949175,3.31886077635864,15.8995722236414,17.318764815,20.142396125,6.14249208635864,20.3937288636414,21.886838505,20.556331605,14.8055998836414,20.985050495,1.64833544635864,24.6513509436414,13.223760245,25.4940053136414,29.160276225,27.7410540963586,22.271207165,29.3968255536414,11.745419245,31.2447518036414,15.840423815,31.5552034136414,3.895428535
6.06860457364136,19.314525165,6.39383959364136,8.552202685,9.51313910364136,5.817271835,10.9175630536414,21.753787815,11.5236828636414,10.104460735,13.1055077336414,27.208866105,14.3029639436414,3.318875545,15.8995722236414,17.333548225,20.1424108936414,6.142506855,20.408497505,21.9016071463586,20.5415629636414,14.820368525,20.999833905,1.64833544635864,24.6513509436414,13.238543655,25.4940053136414,29.175059635,27.741068865,22.2711923963586,29.3968255536414,11.760202655,31.259520445,15.8551924563586,31.5552034136414,3.910211945
6.06860457364136,19.329308575,6.408608235,8.56697132635864,9.51313910364136,5.832055245,10.932331695,21.7685564563586,11.538451505,10.1192293763586,13.1055077336414,27.223649515,14.317732585,3.33364418635864,15.8995722236414,17.348331635,20.1424108936414,6.157290265,20.4085122736414,21.901621915,20.556331605,14.8351371663586,20.9998486736414,1.648350215,24.6513509436414,13.253327065,25.4940053136414,29.189843045,27.755852275,22.2711923963586,29.3968255536414,11.774986065,31.2595352136414,15.855207225,31.5552034136414,3.924995355
6.083373215,19.3440772163586,6.40862300364136,8.566986095,9.527907745,5.84682388635864,10.947115105,21.7685564563586,11.553234915,10.1192293763586,13.120276375,27.2384181563586,14.332515995,3.33364418635864,15.8995722236414,17.363115045,20.157179535,6.17205890635864,20.423280915,21.9163905563586,20.5563463736414,14.835151935,21.014617315,1.66311885635864,24.6513509436414,13.268110475,25.508773955,29.2046116863586,27.7706209163586,22.256423755,29.3968255536414,11.789769475,31.274303855,15.8699758663586,31.569972055,3.93976399635864
6.08338798364136,19.344091985,6.423391645,8.58175473635864,9.52792251364136,5.846838655,10.961898515,21.7685564563586,11.568018325,10.1192293763586,13.1202911436414,27.238432925,14.347299405,3.33364418635864,15.8995722236414,17.377898455,20.1571943036414,6.172073675,20.438064325,21.9163905563586,20.5563463736414,14.849935345,21.029400725,1.66311885635864,24.6513509436414,13.282893885,25.5087887236414,29.204626455,27.7706209163586,22.241640345,29.3968255536414,11.804552885,31.289087265,15.8699758663586,31.5699868236414,3.939778765
6.08338798364136,19.358875395,6.42340641364136,8.581769505,9.52792251364136,5.861622065,10.9619132836414,21.768571225,11.582801735,10.1192293763586,13.1202911436414,27.253216335,14.3620680463586,3.318875545,15.8995722236414,17.392681865,20.171962945,6.18684231635864,20.4380790936414,21.916405325,20.5563463736414,14.864718755,21.044184135,1.66311885635864,24.666119585,13.2976625263586,25.523557365,29.2193950963586,27.770635685,22.2416255763586,29.411594195,11.8193215263586,31.2891020336414,15.869990635,31.584755465,3.95454740635864
