"x1","y1","x2","y2","x3","y3","x4","y4","x5","y5","x6","y6","x7","y7","x8","y8","x9","y9","x10","y10","x11","y11","x12","y12","x13","y13","x14","y14","x15","y15","x16","y16","x17","y17","x18","y18","x19","y19","x20","y20","x21","y21","x22","y22","x23","y23","x24","y24","x25","y25","x26","y26","x27","y27"
2.210119795,2.94927552635864,3.54064146364136,21.310285515,4.22067832364136,10.592313265,4.32416219364136,14.258598945,5.403336355,28.2141232163586,10.621880085,23.8973674963586,10.621880085,4.35369947635864,11.671502195,15.7073583563586,12.9133234036414,11.582801735,17.7031187063586,5.432903175,19.048423785,19.4327776763586,18.4718855636414,28.066303885,19.0040883236414,9.927059815,23.2173601736414,26.174027405,23.557363835,4.22064878635864,25.7009730536414,16.210009065,26.8836458536414,22.626009005,29.529861475,11.3758192263586,31.318654085,4.67896403364136,32.043041175,16.9639777436414,34.7484199736414,26.100110355,36.1084936936414,3.718027615,36.4780494063586,13.061142735,39.2869268436414,19.211041295,40.8096180736414,23.187778585,41.1496365036414,4.087612865,42.2879590736414,11.760202655
2.224903205,2.94927552635864,3.555410105,21.3250541563586,4.235446965,10.6070819063586,4.338930835,14.2733675863586,5.418119765,28.2141232163586,10.636663495,23.8973674963586,10.636663495,4.35369947635864,11.6715169636414,15.707373125,12.9133234036414,11.597585145,17.703133475,5.43288840635864,19.063207195,19.4327776763586,18.4718855636414,28.081087295,19.0040883236414,9.941843225,23.232128815,26.1887960463586,23.5573786036414,4.220663555,25.7009730536414,16.224792475,26.8836458536414,22.640792415,29.5298762436414,11.375833995,31.3186393163586,4.678949265,32.0282725336414,16.978746385,34.763188615,26.1148789963586,36.1084936936414,3.732811025,36.478064175,13.0611279663586,39.2869268436414,19.225824705,40.8096180736414,23.202561995,41.1496365036414,4.102396275,42.2879590736414,11.774986065
2.22491797364136,2.949290295,3.55542487364136,21.325068925,4.250230375,10.6070819063586,4.33894560364136,14.273382355,5.432903175,28.2141232163586,10.6366782636414,23.897382265,10.651446905,4.35369947635864,11.6715169636414,15.722156535,12.928092045,11.6123537863586,17.717916885,5.43288840635864,19.077990605,19.4327776763586,18.471870795,28.0811020636414,19.0040883236414,9.956626635,23.246912225,26.1887960463586,23.5573786036414,4.235446965,25.7009730536414,16.239575885,26.8836458536414,22.655575825,29.5298762436414,11.390617405,31.3186393163586,4.664165855,32.0282725336414,16.993529795,34.777972025,26.1148789963586,36.1084936936414,3.747594435,36.4780789436414,13.061142735,39.2869268436414,19.240608115,40.8096180736414,23.217345405,41.1496365036414,4.117179685,42.2879590736414,11.789769475
2.239686615,2.96405893635864,3.570193515,21.3398375663586,4.26499901635864,10.592313265,4.353714245,14.2881509963586,5.43291794364136,28.214137985,10.651446905,23.9121509063586,10.666230315,4.35369947635864,11.686285605,15.7369251763586,12.9281068136414,11.612368555,17.7326855263586,5.418119765,19.0927592463586,19.418009035,18.4571021536414,28.095870705,19.0040883236414,9.971410045,23.261695635,26.1887960463586,23.5573786036414,4.250230375,25.7009730536414,16.254359295,26.8836458536414,22.670359235,29.5298762436414,11.405400815,31.318654085,4.66415108635864,32.043041175,17.0082984363586,34.792755435,26.1148789963586,36.1084936936414,3.762377845,36.492847585,13.0759113763586,39.2869268436414,19.255391525,40.8096180736414,23.232128815,41.149621735,4.11719445364136,42.302727715,11.8045381163586
2.254470025,2.96405893635864,3.584976925,21.3398375663586,4.265013785,10.5922984963586,4.368497655,14.2881509963586,5.447686585,28.2289066263586,10.666230315,23.9121509063586,10.681013725,4.35369947635864,11.6863003736414,15.736939945,12.9281068136414,11.627151965,17.732700295,5.41810499635864,19.092774015,19.4179942663586,18.471870795,28.1106393463586,19.0040883236414,9.986193455,23.2617104036414,26.188810815,23.5573786036414,4.265013785,25.7009730536414,16.269142705,26.898414495,22.6851278763586,29.544644885,11.4201694563586,31.3186688536414,4.664165855,32.0430559436414,17.008313205,34.807538845,26.1148789963586,36.123262335,3.77714648635864,36.5076162263586,13.061142735,39.2869268436414,19.270174935,40.8096180736414,23.246912225,41.1348530936414,4.131963095,42.3027424836414,11.804552885
2.25448479364136,2.964073705,3.58499169364136,21.339852335,4.279797195,10.5922984963586,4.36851242364136,14.288165765,5.462469995,28.2289066263586,10.681013725,23.9121509063586,10.695797135,4.35369947635864,11.701069015,15.7517085863586,12.942875455,11.6419206063586,17.7474689363586,5.403336355,19.0927887836414,19.418009035,18.4718855636414,28.110654115,19.004073555,9.98620822364136,23.276479045,26.2035794563586,23.572147245,4.27978242635864,25.7009730536414,16.283926115,26.8984292636414,22.685142645,29.5446596536414,11.420184225,31.333437495,4.67893449635864,32.057824585,17.0230818463586,34.822322255,26.1148789963586,36.1232771036414,3.777161255,36.5076162263586,13.046359325,39.301695485,19.2849435763586,40.824386715,23.2616808663586,41.149621735,4.14673173635864,42.3027424836414,11.819336295
2.269253435,2.97884234635864,3.599760335,21.3546209763586,4.29456583635864,10.577529855,4.383281065,14.3029344063586,5.477253405,28.2289066263586,10.695797135,23.9121509063586,10.710580545,4.35369947635864,11.7010837836414,15.751723355,12.9428902236414,11.641935375,17.747483705,5.40332158635864,19.107557425,19.4327776763586,18.486654205,28.1254227563586,18.9893049136414,10.000976865,23.2764938136414,26.203594225,23.5721620136414,4.279797195,25.7009730536414,16.298709525,26.8984292636414,22.699926055,29.559428295,11.4349528663586,31.3482061363586,4.664165855,32.0578393536414,17.023096615,34.837105665,26.1148789963586,36.138045745,3.79192989635864,36.5076162263586,13.031575915,39.3017102536414,19.284958345,40.8244014836414,23.261695635,41.1496365036414,4.146746505,42.317511125,11.8341049363586
2.284036845,2.97884234635864,3.59977510364136,21.354635745,4.294580605,10.5775150863586,4.38329583364136,14.302949175,5.492036815,28.2289066263586,10.710580545,23.9121509063586,10.725363955,4.35369947635864,11.715852425,15.7664919963586,12.9428902236414,11.656718785,17.762267115,5.40332158635864,19.122340835,19.4327776763586,18.4866689736414,28.125437525,19.004073555,10.0157455063586,23.291262455,26.2183628663586,23.586930655,4.29456583635864,25.715741695,16.3134781663586,26.8984292636414,22.714709465,29.5594430636414,11.434967635,31.348220905,4.66415108635864,32.0578393536414,17.037880025,34.8371204336414,26.114893765,36.1380605136414,3.791944665,36.507630995,13.0315611463586,39.3017102536414,19.299741755,40.839170125,23.2764642763586,41.149621735,4.14676127364136,42.3175258936414,11.834119705
2.298820255,2.97884234635864,3.59977510364136,21.369419155,4.309364015,10.5775150863586,4.398064475,14.3177178163586,5.506820225,28.2289066263586,10.725363955,23.9121509063586,10.7253787236414,4.353714245,11.7158671936414,15.766506765,12.957658865,11.6714874263586,17.7622818836414,5.403336355,19.1371094763586,19.418009035,18.4866689736414,28.140220935,19.0040883236414,10.015760275,23.2912772236414,26.218377635,23.5869454236414,4.294580605,25.7157564636414,16.313492935,26.913197905,22.7294781063586,29.5594430636414,11.449751045,31.3629895463586,4.649382445,32.0578393536414,17.052663435,34.851889075,26.1296624063586,36.1380605136414,3.806728075,36.522414405,13.0315611463586,39.301695485,19.2997565236414,40.8391848936414,23.276479045,41.1348530936414,4.161529915,42.3175258936414,11.848903115
2.313603665,2.97884234635864,3.614543745,21.3841877963586,4.324147425,10.5775150863586,4.39807924364136,14.317732585,5.521603635,28.2289066263586,10.7253787236414,23.912165675,10.740147365,4.36848288635864,11.7158671936414,15.781290175,12.9576736336414,11.671502195,17.777050525,5.41810499635864,19.137124245,19.4179942663586,18.486654205,28.1402357036414,19.0040883236414,10.030543685,23.306045865,26.2331462763586,23.5869454236414,4.309364015,25.730525105,16.3282615763586,26.9132126736414,22.729492875,29.5594430636414,11.464534455,31.363004315,4.64936767635864,32.072607995,17.0674320763586,34.866672485,26.1296624063586,36.1380605136414,3.821511485,36.537197815,13.0315611463586,39.2869268436414,19.314525165,40.853953535,23.2912476863586,41.149621735,4.17629855635864,42.3175258936414,11.863686525
