"x1","y1","x2","y2","x3","y3","x4","y4","x5","y5","x6","y6","x7","y7","x8","y8","x9","y9","x10","y10","x11","y11","x12","y12","x13","y13","x14","y14","x15","y15","x16","y16","x17","y17","x18","y18","x19","y19","x20","y20","x21","y21","x22","y22","x23","y23","x24","y24"
5.092884745,4.57548016364136,5.092884745,9.27660454364136,6.305124365,20.5415629636414,8.241751075,24.1782818236414,8.759170425,14.0959962036414,11.745419245,7.65042944364136,12.573290205,17.6292311936414,15.618672665,23.8530468036414,15.766506765,11.8045676536414,18.043151905,18.6049362536414,18.309253285,5.78771978364136,21.502469845,11.5384662736414,21.679870765,22.4634062636414,23.705197935,19.0927887836414,25.671391465,5.97990411364136,26.883631085,25.5087887236414,28.894174845,19.3588901636414,29.396810785,12.5585215636414,29.766396035,4.75288108364136,32.767428265,22.7738578736414,34.393603365,16.8309270536414,36.226746205,11.8045676536414,36.921566475,3.21540644364136,38.666008855,22.4042726236414
5.07811610364136,4.590248805,5.07811610364136,9.291373185,6.29035572364136,20.556331605,8.22698243364136,24.193050465,8.74440178364136,14.110764845,11.7306506036414,7.665198085,12.5585215636414,17.643999835,15.6039040236414,23.867815445,15.7517381236414,11.819336295,18.0283832636414,18.619704895,18.2944846436414,5.802488425,21.4877012036414,11.553234915,21.6651021236414,22.478174905,23.6904292936414,19.107557425,25.6566228236414,5.994672755,26.8688624436414,25.523557365,28.8794062036414,19.373658805,29.3820421436414,12.573290205,29.7516273936414,4.767649725,32.7526596236414,22.788626515,34.3788347236414,16.845695695,36.2119775636414,11.819336295,36.9067978336414,3.230175085,38.6512402136414,22.419041265
5.07811610364136,4.605032215,5.092884745,9.30614182635864,6.29035572364136,20.571115015,8.22698243364136,24.207833875,8.759170425,14.1255334863586,11.7306506036414,7.679981495,12.573290205,17.6587684763586,15.6039040236414,23.882598855,15.7517381236414,11.834119705,18.0283832636414,18.634488305,18.2944846436414,5.817271835,21.4877012036414,11.568018325,21.6651021236414,22.492958315,23.6904292936414,19.122340835,25.671391465,6.00944139635864,26.8688624436414,25.538340775,28.8794062036414,19.388442215,29.3820421436414,12.588073615,29.7516273936414,4.782433135,32.7526596236414,22.803409925,34.3788347236414,16.860479105,36.226746205,11.8341049363586,36.9067978336414,3.244958495,38.666008855,22.4338099063586
5.07811610364136,4.619815625,5.09289951364136,9.306156595,6.29035572364136,20.585898425,8.22698243364136,24.222617285,8.75918519364136,14.125548255,11.7306506036414,7.694764905,12.5733049736414,17.658783245,15.6039040236414,23.897382265,15.7517381236414,11.848903115,18.043151905,18.6492569463586,18.2944846436414,5.832055245,21.4877012036414,11.582801735,21.679870765,22.5077269563586,23.6904292936414,19.137124245,25.6714062336414,6.009456165,26.8688624436414,25.553124185,28.8794062036414,19.403225625,29.3820421436414,12.602857025,29.766396035,4.79720177635864,32.7526596236414,22.818193335,34.3788347236414,16.875262515,36.2267609736414,11.834119705,36.9067978336414,3.259741905,38.6660236236414,22.433824675
5.07811610364136,4.634599035,5.092884745,9.30617136364136,6.305124365,20.6006670663586,8.22698243364136,24.237400695,8.759170425,14.1255630236414,11.7306506036414,7.709548315,12.5733049736414,17.673566655,15.6039040236414,23.912165675,15.7517381236414,11.863686525,18.0431666736414,18.649271715,18.2944846436414,5.846838655,21.4877012036414,11.597585145,21.6798855336414,22.507741725,23.6904292936414,19.151907655,25.686174875,6.02422480635864,26.883631085,25.5678928263586,28.8794062036414,19.418009035,29.3820421436414,12.617640435,29.7664108036414,4.797216545,32.7526596236414,22.832976745,34.3788347236414,16.890045925,36.2267609736414,11.848903115,36.921566475,3.27451054635864,38.666008855,22.4338394436414
5.07811610364136,4.649382445,5.07811610364136,9.320940005,6.30513913364136,20.600681835,8.22698243364136,24.252184105,8.74440178364136,14.140331665,11.7306506036414,7.724331725,12.5733049736414,17.688350065,15.6039040236414,23.926949085,15.7517381236414,11.878469935,18.0431666736414,18.664055125,18.2944846436414,5.861622065,21.4877012036414,11.612368555,21.694654175,22.5225103663586,23.6904292936414,19.166691065,25.7009435163586,6.009456165,26.898414495,25.5678928263586,28.8794062036414,19.432792445,29.396810785,12.6324090763586,29.7664108036414,4.811999955,32.767428265,22.8477453863586,34.3788347236414,16.904829335,36.2267609736414,11.863686525,36.9215812436414,3.274525315,38.6512402136414,22.448608085
5.07811610364136,4.664165855,5.092884745,9.33570864635864,6.30513913364136,20.615465245,8.241751075,24.2669527463586,8.74440178364136,14.155115075,11.7306506036414,7.739115135,12.5733049736414,17.703133475,15.6039040236414,23.941732495,15.7517381236414,11.893253345,18.0431666736414,18.678838535,18.2944846436414,5.876405475,21.4877012036414,11.627151965,21.709437585,22.5225103663586,23.705197935,19.1814597063586,25.700958285,6.00944139635864,26.9131831363586,25.553124185,28.8794062036414,19.447575855,29.3968255536414,12.632423845,29.7664108036414,4.826783365,32.7674430336414,22.847760155,34.3788347236414,16.919612745,36.2267609736414,11.878469935,36.9215812436414,3.289308725,38.666008855,22.4633767263586
5.07811610364136,4.678949265,5.09289951364136,9.335723415,6.319907775,20.6302338863586,8.24176584364136,24.266967515,8.74440178364136,14.169898485,11.745419245,7.75388377635864,12.5733049736414,17.717916885,15.618672665,23.9565011363586,15.7517381236414,11.908036755,18.0431666736414,18.693621945,18.2944846436414,5.891188885,21.4877012036414,11.641935375,21.724220995,22.5225103663586,23.7052127036414,19.181474475,25.715741695,6.00944139635864,26.913197905,25.5531094163586,28.894174845,19.4623444963586,29.411594195,12.6471924863586,29.7664108036414,4.841566775,32.7674430336414,22.862543565,34.3788347236414,16.934396155,36.2267609736414,11.893253345,36.9215812436414,3.304092135,38.6660236236414,22.463391495
5.07811610364136,4.693732675,5.09289951364136,9.350506825,6.31992254364136,20.630248655,8.24176584364136,24.281750925,8.74440178364136,14.184681895,11.7454340136414,7.753898545,12.5733049736414,17.732700295,15.6186874336414,23.956515905,15.7517381236414,11.922820165,18.0431666736414,18.708405355,18.2944846436414,5.905972295,21.4877012036414,11.656718785,21.7242357636414,22.522525135,23.7052127036414,19.196257885,25.7157564636414,6.009456165,26.9132126736414,25.553124185,28.8941896136414,19.462359265,29.426377605,12.6471924863586,29.7664108036414,4.856350185,32.782211675,22.8773122063586,34.3788347236414,16.949179565,36.2267609736414,11.908036755,36.9215812436414,3.318875545,38.6660236236414,22.478174905
5.07811610364136,4.708516085,5.09289951364136,9.365290235,6.334691185,20.6450172963586,8.24176584364136,24.296534335,8.759170425,14.1994505363586,11.7454340136414,7.768681955,12.5733049736414,17.747483705,15.6186874336414,23.971299315,15.7517381236414,11.937603575,18.0431666736414,18.723188765,18.309253285,5.92074093635864,21.4877012036414,11.671502195,21.7242357636414,22.537308545,23.719981345,19.2110265263586,25.715741695,6.00947093364136,26.9132126736414,25.567907595,28.908958255,19.4771279063586,29.4263923736414,12.647207255,29.7664108036414,4.871133595,32.7822264436414,22.877326975,34.3788347236414,16.963962975,36.2267609736414,11.922820165,36.936349885,3.33364418635864,38.6660236236414,22.492958315
