"x1","y1","x2","y2","x3","y3","x4","y4","x5","y5","x6","y6","x7","y7","x8","y8","x9","y9","x10","y10","x11","y11","x12","y12","x13","y13","x14","y14","x15","y15","x16","y16","x17","y17","x18","y18","x19","y19","x20","y20","x21","y21","x22","y22","x23","y23","x24","y24","x25","y25","x26","y26","x27","y27","x28","y28","x29","y29","x30","y30","x31","y31"
2.150986155,17.5109639136414,2.180552975,12.4993879236414,2.579705045,4.72331426364136,3.895428535,26.3662265036414,6.541658925,13.9481621036414,9.794009125,3.30410690364136,10.474045985,19.2849731136414,11.242783305,25.2131205236414,12.366322465,7.42867829364136,13.696829365,22.6703740036414,14.450783275,12.9281068136414,16.609161135,3.76239261364136,17.821400755,26.3662265036414,19.831944515,12.9724570436414,20.112829305,24.3704661536414,20.142396125,17.8066321136414,20.571115015,7.26606078364136,26.469695605,3.18583962364136,27.120165645,20.8815813936414,27.726285455,15.7369547136414,27.844552735,27.2088808736414,30.032497415,9.57227274364136,31.747372975,21.7390191736414,33.107446695,2.89017142364136,34.038801525,16.0621897336414,35.443225475,9.91229117364136,36.241529615,25.7601066936414,38.207723145,21.9312035036414,39.671280735,6.82255848364136,40.927870585,14.4064478136414,42.287944305,24.3556827436414
2.13621751364136,17.525732555,2.16578433364136,12.514156565,2.56493640364136,4.738082905,3.88065989364136,26.380995145,6.52689028364136,13.962930745,9.77924048364136,3.318875545,10.4592773436414,19.299741755,11.2280146636414,25.227889165,12.3515538236414,7.443446935,13.6820607236414,22.685142645,14.4360146336414,12.942875455,16.5943924936414,3.777161255,17.8066321136414,26.380995145,19.8171758736414,12.987225685,20.0980606636414,24.385234795,20.1276274836414,17.821400755,20.5563463736414,7.280829425,26.4549269636414,3.200608265,27.1053970036414,20.896350035,27.7115168136414,15.751723355,27.8297840936414,27.223649515,30.0177287736414,9.587041385,31.7326043336414,21.753787815,33.0926780536414,2.904940065,34.0240328836414,16.076958375,35.4284568336414,9.927059815,36.2267609736414,25.774875335,38.1929545036414,21.945972145,39.6565120936414,6.837327125,40.9131019436414,14.421216455,42.2731756636414,24.370451385
2.13621751364136,17.540515965,2.16578433364136,12.528939975,2.56493640364136,4.752866315,3.88065989364136,26.395778555,6.52689028364136,13.977714155,9.794009125,3.33364418635864,10.4592773436414,19.314525165,11.2280146636414,25.242672575,12.3515538236414,7.458230345,13.6820607236414,22.699926055,14.450783275,12.9576440963586,16.5943924936414,3.791944665,17.8066321136414,26.395778555,19.8171758736414,13.002009095,20.112829305,24.4000034363586,20.1276274836414,17.836184165,20.5563463736414,7.295612835,26.4549269636414,3.215391675,27.1053970036414,20.911133445,27.7115168136414,15.766506765,27.8297840936414,27.238432925,30.032497415,9.60181002635864,31.7326043336414,21.768571225,33.0926780536414,2.919723475,34.0240328836414,16.091741785,35.4284568336414,9.941843225,36.241529615,25.7896439763586,38.1929545036414,21.960755555,39.6565120936414,6.852110535,40.9131019436414,14.435999865,42.2731756636414,24.385234795
2.13621751364136,17.555299375,2.16578433364136,12.543723385,2.56493640364136,4.767649725,3.88065989364136,26.410561965,6.52689028364136,13.992497565,9.79402389364136,3.333658955,10.4592773436414,19.329308575,11.242783305,25.2574412163586,12.3515538236414,7.473013755,13.6820607236414,22.714709465,14.4507980436414,12.957658865,16.5943924936414,3.806728075,17.8066321136414,26.410561965,19.8171758736414,13.016792505,20.1128440736414,24.400018205,20.1276274836414,17.850967575,20.5563463736414,7.310396245,26.4549269636414,3.230175085,27.120165645,20.9259020863586,27.726285455,15.7812754063586,27.8297840936414,27.253216335,30.0325121836414,9.601824795,31.747372975,21.7833398663586,33.0926780536414,2.934506885,34.038801525,16.1065104263586,35.4284568336414,9.956626635,36.2415443836414,25.789658745,38.1929545036414,21.975538965,39.6565120936414,6.866893945,40.927870585,14.4507685063586,42.2731756636414,24.400018205
2.13621751364136,17.570082785,2.180552975,12.5584920263586,2.56493640364136,4.782433135,3.88065989364136,26.425345375,6.52689028364136,14.007280975,9.808792535,3.34842759635864,10.4592773436414,19.344091985,11.257566715,25.2574412163586,12.3515538236414,7.487797165,13.6820607236414,22.729492875,14.465566685,12.9724275063586,16.5943924936414,3.821511485,17.821400755,26.4253306063586,19.8171758736414,13.031575915,20.1128440736414,24.414801615,20.1276274836414,17.865750985,20.5563463736414,7.325179655,26.4549269636414,3.244958495,27.1349342863586,20.911133445,27.741068865,15.7812754063586,27.844552735,27.2679849763586,30.0325121836414,9.616608205,31.7473877436414,21.783354635,33.0926780536414,2.949290295,34.0388162936414,16.106525195,35.443225475,9.97139527635864,36.256313025,25.8044273863586,38.1929545036414,21.990322375,39.6565120936414,6.881677355,40.9278853536414,14.450783275,42.2731756636414,24.414801615
2.150986155,17.5848514263586,2.18056774364136,12.558506795,2.56493640364136,4.797216545,3.88065989364136,26.440128785,6.541658925,14.0220496163586,9.823575945,3.34842759635864,10.4592773436414,19.358875395,11.2575814836414,25.257455985,12.366322465,7.50256580635864,13.6820607236414,22.744276285,14.4803353263586,12.957658865,16.5943924936414,3.836294895,17.8214155236414,26.425345375,19.8171758736414,13.046359325,20.1128440736414,24.429585025,20.1276274836414,17.880534395,20.5563463736414,7.339963065,26.4549269636414,3.259741905,27.134949055,20.9111186763586,27.7558375063586,15.766506765,27.8445675036414,27.267999745,30.047280825,9.63137684635864,31.762156385,21.7981232763586,33.107446695,2.96405893635864,34.053584935,16.1212938363586,35.4432402436414,9.971410045,36.2563277936414,25.804442155,38.1929545036414,22.005105785,39.6565120936414,6.896460765,40.9278853536414,14.465566685,42.287944305,24.4295702563586
2.15100092364136,17.584866195,2.18056774364136,12.573290205,2.579705045,4.81198518635864,3.88065989364136,26.454912195,6.54167369364136,14.022064385,9.82359071364136,3.348442365,10.4592773436414,19.373658805,11.2575814836414,25.272239395,12.3663372336414,7.502580575,13.6820607236414,22.759059695,14.480350095,12.9576440963586,16.609161135,3.85106353635864,17.8214155236414,26.440128785,19.831944515,13.0611279663586,20.127612715,24.4443536663586,20.142396125,17.8953030363586,20.571115015,7.35473170635864,26.4549269636414,3.274525315,27.1349638236414,20.911133445,27.755852275,15.7664919963586,27.859336145,27.2827683863586,30.0472955936414,9.631391615,31.7621711536414,21.798138045,33.1074614636414,2.964073705,34.0535997036414,16.121308605,35.4432402436414,9.986193455,36.2563277936414,25.819225565,38.207723145,22.0198744263586,39.6565120936414,6.911244175,40.9278853536414,14.480350095,42.2879590736414,24.429585025
2.15100092364136,17.599649605,2.18056774364136,12.588073615,2.57971981364136,4.811999955,3.88065989364136,26.469695605,6.54167369364136,14.036847795,9.82359071364136,3.363225775,10.474045985,19.3884274463586,11.2575814836414,25.287022805,12.381105875,7.51734921635864,13.6820607236414,22.773843105,14.4803648636414,12.957658865,16.6091759036414,3.851078305,17.836184165,26.4548974263586,19.846727925,13.0611279663586,20.1276274836414,24.444368435,20.1424108936414,17.895317805,20.5711297836414,7.354746475,26.469695605,3.28929395635864,27.1349638236414,20.925916855,27.7558670436414,15.766506765,27.874119555,27.2827683863586,30.062064235,9.64616025635864,31.7621711536414,21.812921455,33.1074614636414,2.978857115,34.053584935,16.1213233736414,35.458008885,10.0009620963586,36.2563277936414,25.834008975,38.2077379136414,22.019889195,39.6565120936414,6.926027585,40.9278853536414,14.495133505,42.302727715,24.4443536663586
2.15100092364136,17.614433015,2.18056774364136,12.602857025,2.57971981364136,4.826783365,3.88065989364136,26.484479015,6.54167369364136,14.051631205,9.82359071364136,3.378009185,10.4740607536414,19.388442215,11.272350125,25.3017914463586,12.3811206436414,7.517363985,13.696829365,22.7886117463586,14.495133505,12.9724275063586,16.6091759036414,3.865861715,17.8361989336414,26.454912195,19.8467426936414,13.061142735,20.1276274836414,24.459151845,20.1424108936414,17.910101215,20.5711297836414,7.369529885,26.4697103736414,3.289308725,27.1349638236414,20.940700265,27.770635685,15.7812754063586,27.8888881963586,27.267999745,30.0620790036414,9.646175025,31.776939795,21.8276900963586,33.1074614636414,2.993640525,34.0388162936414,16.136092015,35.4580236536414,10.000976865,36.2563277936414,25.848792385,38.2077379136414,22.034672605,39.6565120936414,6.940810995,40.9278853536414,14.509916915,42.317511125,24.4443536663586
2.165769565,17.6292016563586,2.18056774364136,12.617640435,2.57971981364136,4.841566775,3.88065989364136,26.499262425,6.556442335,14.0663998463586,9.838359355,3.39277782635864,10.4740607536414,19.403225625,11.2723648936414,25.301806215,12.395889285,7.53213262635864,13.6968441336414,22.788626515,14.4951482736414,12.972442275,16.6091759036414,3.880645125,17.8361989336414,26.469695605,19.861511335,13.0759113763586,20.142396125,24.4739204863586,20.157179535,17.9248698563586,20.585898425,7.38429852635864,26.4697103736414,3.304092135,27.1349638236414,20.955483675,27.7706504536414,15.781290175,27.8888881963586,27.253216335,30.062064235,9.64618979364136,31.7769545636414,21.827704865,33.122230105,3.00840916635864,34.0388162936414,16.150875425,35.4580236536414,10.015760275,36.2563277936414,25.863575795,38.222506555,22.0494412463586,39.671280735,6.95557963635864,40.9278853536414,14.524700325,42.3175258936414,24.444368435
